"Date","Year","Month","Fraction","Depth","Monitoring.Location.ID","Result.Unit","Nitrogen","Phosphate-phosphorus","NP_mass","NP_mol"
1991-05-23,1991,5,"Total","Bottom",4917310,"mg/l",NA,0.145,NA,NA
1991-05-23,1991,5,"Total","Bottom",4917320,"mg/l",NA,0.131,NA,NA
1991-05-23,1991,5,"Total","Bottom",4917370,"mg/l",NA,0.109,NA,NA
1991-05-23,1991,5,"Total","Bottom",4917620,"mg/l",NA,0.23,NA,NA
1991-05-23,1991,5,"Total","Bottom",4917770,"mg/l",NA,0.132,NA,NA
1991-05-23,1991,5,"Total","Surface",4917310,"mg/l",NA,0.108,NA,NA
1991-05-23,1991,5,"Total","Surface",4917320,"mg/l",NA,0.122,NA,NA
1991-05-23,1991,5,"Total","Surface",4917330,"mg/l",NA,0.091,NA,NA
1991-05-23,1991,5,"Total","Surface",4917340,"mg/l",NA,0.084,NA,NA
1991-05-23,1991,5,"Total","Surface",4917370,"mg/l",NA,0.093,NA,NA
1991-05-23,1991,5,"Total","Surface",4917380,"mg/l",NA,0.134,NA,NA
1991-05-23,1991,5,"Total","Surface",4917390,"mg/l",NA,0.069,NA,NA
1991-05-23,1991,5,"Total","Surface",4917400,"mg/l",NA,0.089,NA,NA
1991-05-23,1991,5,"Total","Surface",4917410,"mg/l",NA,0.087,NA,NA
1991-05-23,1991,5,"Total","Surface",4917420,"mg/l",NA,0.092,NA,NA
1991-05-23,1991,5,"Total","Surface",4917500,"mg/l",NA,0.109,NA,NA
1991-05-23,1991,5,"Total","Surface",4917510,"mg/l",NA,0.094,NA,NA
1991-05-23,1991,5,"Total","Surface",4917520,"mg/l",NA,0.15,NA,NA
1991-05-23,1991,5,"Total","Surface",4917620,"mg/l",NA,0.189,NA,NA
1991-05-23,1991,5,"Total","Surface",4917700,"mg/l",NA,0.12,NA,NA
1991-05-23,1991,5,"Total","Surface",4917710,"mg/l",NA,0.083,NA,NA
1991-05-23,1991,5,"Total","Surface",4917770,"mg/l",NA,0.116,NA,NA
1991-06-05,1991,6,"Dissolved","Bottom",4917310,"mg/l",NA,0.018,NA,NA
1991-06-05,1991,6,"Dissolved","Bottom",4917320,"mg/l",NA,0.047,NA,NA
1991-06-05,1991,6,"Dissolved","Bottom",4917370,"mg/l",NA,0.028,NA,NA
1991-06-05,1991,6,"Dissolved","Bottom",4917620,"mg/l",NA,0.02,NA,NA
1991-06-05,1991,6,"Dissolved","Bottom",4917700,"mg/l",NA,0.024,NA,NA
1991-06-05,1991,6,"Dissolved","Bottom",4917770,"mg/l",NA,0.034,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917310,"mg/l",NA,0.029,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917320,"mg/l",NA,0.025,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917330,"mg/l",NA,0.035,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917340,"mg/l",NA,0.032,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917370,"mg/l",NA,0.028,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917380,"mg/l",NA,0.034,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917390,"mg/l",NA,0.03,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917400,"mg/l",NA,0.021,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917410,"mg/l",NA,0.028,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917420,"mg/l",NA,0.044,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917500,"mg/l",NA,0.033,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917510,"mg/l",NA,0.028,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917520,"mg/l",NA,0.022,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917620,"mg/l",NA,0.015,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917710,"mg/l",NA,0.024,NA,NA
1991-06-05,1991,6,"Dissolved","Surface",4917770,"mg/l",NA,0.034,NA,NA
1991-06-05,1991,6,"Total","Bottom",4917310,"mg/l",NA,0.066,NA,NA
1991-06-05,1991,6,"Total","Bottom",4917320,"mg/l",NA,0.065,NA,NA
1991-06-05,1991,6,"Total","Bottom",4917370,"mg/l",NA,0.085,NA,NA
1991-06-05,1991,6,"Total","Bottom",4917620,"mg/l",NA,0.073,NA,NA
1991-06-05,1991,6,"Total","Bottom",4917700,"mg/l",NA,0.068,NA,NA
1991-06-05,1991,6,"Total","Bottom",4917770,"mg/l",NA,0.254,NA,NA
1991-06-05,1991,6,"Total","Surface",4917310,"mg/l",NA,0.057,NA,NA
1991-06-05,1991,6,"Total","Surface",4917320,"mg/l",NA,0.068,NA,NA
1991-06-05,1991,6,"Total","Surface",4917330,"mg/l",NA,0.073,NA,NA
1991-06-05,1991,6,"Total","Surface",4917340,"mg/l",NA,0.063,NA,NA
1991-06-05,1991,6,"Total","Surface",4917370,"mg/l",NA,0.062,NA,NA
1991-06-05,1991,6,"Total","Surface",4917380,"mg/l",NA,0.068,NA,NA
1991-06-05,1991,6,"Total","Surface",4917390,"mg/l",NA,0.052,NA,NA
1991-06-05,1991,6,"Total","Surface",4917400,"mg/l",NA,0.054,NA,NA
1991-06-05,1991,6,"Total","Surface",4917410,"mg/l",NA,0.069,NA,NA
1991-06-05,1991,6,"Total","Surface",4917420,"mg/l",NA,0.071,NA,NA
1991-06-05,1991,6,"Total","Surface",4917500,"mg/l",NA,0.054,NA,NA
1991-06-05,1991,6,"Total","Surface",4917510,"mg/l",NA,0.087,NA,NA
1991-06-05,1991,6,"Total","Surface",4917520,"mg/l",NA,0.088,NA,NA
1991-06-05,1991,6,"Total","Surface",4917620,"mg/l",NA,0.062,NA,NA
1991-06-05,1991,6,"Total","Surface",4917710,"mg/l",NA,0.055,NA,NA
1991-06-05,1991,6,"Total","Surface",4917770,"mg/l",NA,0.075,NA,NA
1991-06-19,1991,6,"Dissolved","Bottom",4917370,"mg/l",NA,0.019,NA,NA
1991-06-19,1991,6,"Dissolved","Bottom",4917770,"mg/l",NA,0.012,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917310,"mg/l",NA,0.023,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917320,"mg/l",NA,0.028,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917330,"mg/l",NA,0.036,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917340,"mg/l",NA,0.031,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917370,"mg/l",NA,0.021,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917380,"mg/l",NA,0.022,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917390,"mg/l",NA,0.029,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917400,"mg/l",NA,0.034,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917410,"mg/l",NA,0.028,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917420,"mg/l",NA,0.027,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917700,"mg/l",NA,0.022,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917710,"mg/l",NA,0.035,NA,NA
1991-06-19,1991,6,"Dissolved","Surface",4917770,"mg/l",NA,0.022,NA,NA
1991-06-19,1991,6,"Total","Bottom",4917370,"mg/l",NA,0.094,NA,NA
1991-06-19,1991,6,"Total","Bottom",4917770,"mg/l",NA,0.128,NA,NA
1991-06-19,1991,6,"Total","Surface",4917310,"mg/l",NA,0.134,NA,NA
1991-06-19,1991,6,"Total","Surface",4917320,"mg/l",NA,0.145,NA,NA
1991-06-19,1991,6,"Total","Surface",4917330,"mg/l",NA,0.082,NA,NA
1991-06-19,1991,6,"Total","Surface",4917340,"mg/l",NA,0.071,NA,NA
1991-06-19,1991,6,"Total","Surface",4917370,"mg/l",NA,0.09,NA,NA
1991-06-19,1991,6,"Total","Surface",4917380,"mg/l",NA,0.124,NA,NA
1991-06-19,1991,6,"Total","Surface",4917390,"mg/l",NA,0.049,NA,NA
1991-06-19,1991,6,"Total","Surface",4917400,"mg/l",NA,0.031,NA,NA
1991-06-19,1991,6,"Total","Surface",4917410,"mg/l",NA,0.108,NA,NA
1991-06-19,1991,6,"Total","Surface",4917420,"mg/l",NA,0.096,NA,NA
1991-06-19,1991,6,"Total","Surface",4917700,"mg/l",NA,0.099,NA,NA
1991-06-19,1991,6,"Total","Surface",4917710,"mg/l",NA,0.07,NA,NA
1991-06-19,1991,6,"Total","Surface",4917770,"mg/l",NA,0.074,NA,NA
1991-07-10,1991,7,"Dissolved","Bottom",4917310,"mg/l",NA,0.035,NA,NA
1991-07-10,1991,7,"Dissolved","Bottom",4917320,"mg/l",NA,0.031,NA,NA
1991-07-10,1991,7,"Dissolved","Bottom",4917370,"mg/l",NA,0.035,NA,NA
1991-07-10,1991,7,"Dissolved","Bottom",4917620,"mg/l",NA,0.035,NA,NA
1991-07-10,1991,7,"Dissolved","Bottom",4917770,"mg/l",NA,0.025,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917310,"mg/l",NA,0.056,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917320,"mg/l",NA,0.039,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917330,"mg/l",NA,0.036,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917340,"mg/l",NA,0.039,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917370,"mg/l",NA,0.037,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917380,"mg/l",NA,0.038,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917390,"mg/l",NA,0.041,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917400,"mg/l",NA,0.049,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917410,"mg/l",NA,0.041,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917420,"mg/l",NA,0.041,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917500,"mg/l",NA,0.04,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917510,"mg/l",NA,0.042,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917520,"mg/l",NA,0.04,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917620,"mg/l",NA,0.042,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917700,"mg/l",NA,0.038,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917710,"mg/l",NA,0.041,NA,NA
1991-07-10,1991,7,"Dissolved","Surface",4917770,"mg/l",NA,0.036,NA,NA
1991-07-10,1991,7,"Total","Bottom",4917310,"mg/l",NA,0.056,NA,NA
1991-07-10,1991,7,"Total","Bottom",4917320,"mg/l",NA,0.049,NA,NA
1991-07-10,1991,7,"Total","Bottom",4917370,"mg/l",NA,0.067,NA,NA
1991-07-10,1991,7,"Total","Bottom",4917620,"mg/l",NA,0.078,NA,NA
1991-07-10,1991,7,"Total","Bottom",4917770,"mg/l",NA,0.06,NA,NA
1991-07-10,1991,7,"Total","Surface",4917310,"mg/l",NA,0.051,NA,NA
1991-07-10,1991,7,"Total","Surface",4917320,"mg/l",NA,0.052,NA,NA
1991-07-10,1991,7,"Total","Surface",4917330,"mg/l",NA,0.045,NA,NA
1991-07-10,1991,7,"Total","Surface",4917340,"mg/l",NA,0.066,NA,NA
1991-07-10,1991,7,"Total","Surface",4917370,"mg/l",NA,0.057,NA,NA
1991-07-10,1991,7,"Total","Surface",4917380,"mg/l",NA,0.065,NA,NA
1991-07-10,1991,7,"Total","Surface",4917390,"mg/l",NA,0.051,NA,NA
1991-07-10,1991,7,"Total","Surface",4917400,"mg/l",NA,0.053,NA,NA
1991-07-10,1991,7,"Total","Surface",4917410,"mg/l",NA,0.05,NA,NA
1991-07-10,1991,7,"Total","Surface",4917420,"mg/l",NA,0.018,NA,NA
1991-07-10,1991,7,"Total","Surface",4917500,"mg/l",NA,0.034,NA,NA
1991-07-10,1991,7,"Total","Surface",4917510,"mg/l",NA,0.083,NA,NA
1991-07-10,1991,7,"Total","Surface",4917520,"mg/l",NA,0.061,NA,NA
1991-07-10,1991,7,"Total","Surface",4917620,"mg/l",NA,0.067,NA,NA
1991-07-10,1991,7,"Total","Surface",4917700,"mg/l",NA,0.046,NA,NA
1991-07-10,1991,7,"Total","Surface",4917710,"mg/l",NA,0.05,NA,NA
1991-07-10,1991,7,"Total","Surface",4917770,"mg/l",NA,0.055,NA,NA
1991-07-31,1991,7,"Dissolved","Bottom",4917310,"mg/l",NA,0.033,NA,NA
1991-07-31,1991,7,"Dissolved","Bottom",4917320,"mg/l",NA,0.03,NA,NA
1991-07-31,1991,7,"Dissolved","Bottom",4917370,"mg/l",NA,0.019,NA,NA
1991-07-31,1991,7,"Dissolved","Bottom",4917620,"mg/l",NA,0.019,NA,NA
1991-07-31,1991,7,"Dissolved","Bottom",4917770,"mg/l",NA,0.023,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917310,"mg/l",NA,0.033,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917320,"mg/l",NA,0.052,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917330,"mg/l",NA,0.02,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917340,"mg/l",NA,0.019,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917370,"mg/l",NA,0.022,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917380,"mg/l",NA,0.018,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917390,"mg/l",NA,0.013,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917400,"mg/l",NA,0.025,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917410,"mg/l",NA,0.022,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917420,"mg/l",NA,0.028,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917500,"mg/l",NA,0.018,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917510,"mg/l",NA,0.021,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917520,"mg/l",NA,0.02,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917620,"mg/l",NA,0.023,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917700,"mg/l",NA,0.024,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917710,"mg/l",NA,0.018,NA,NA
1991-07-31,1991,7,"Dissolved","Surface",4917770,"mg/l",NA,0.052,NA,NA
1991-07-31,1991,7,"Total","Bottom",4917310,"mg/l",NA,0.092,NA,NA
1991-07-31,1991,7,"Total","Bottom",4917320,"mg/l",NA,0.091,NA,NA
1991-07-31,1991,7,"Total","Bottom",4917370,"mg/l",NA,0.065,NA,NA
1991-07-31,1991,7,"Total","Bottom",4917620,"mg/l",NA,0.229,NA,NA
1991-07-31,1991,7,"Total","Bottom",4917770,"mg/l",NA,0.144,NA,NA
1991-07-31,1991,7,"Total","Surface",4917310,"mg/l",NA,0.068,NA,NA
1991-07-31,1991,7,"Total","Surface",4917320,"mg/l",NA,0.082,NA,NA
1991-07-31,1991,7,"Total","Surface",4917330,"mg/l",NA,0.039,NA,NA
1991-07-31,1991,7,"Total","Surface",4917340,"mg/l",NA,0.058,NA,NA
1991-07-31,1991,7,"Total","Surface",4917370,"mg/l",NA,0.057,NA,NA
1991-07-31,1991,7,"Total","Surface",4917380,"mg/l",NA,0.055,NA,NA
1991-07-31,1991,7,"Total","Surface",4917390,"mg/l",NA,0.029,NA,NA
1991-07-31,1991,7,"Total","Surface",4917400,"mg/l",NA,0.029,NA,NA
1991-07-31,1991,7,"Total","Surface",4917410,"mg/l",NA,0.069,NA,NA
1991-07-31,1991,7,"Total","Surface",4917420,"mg/l",NA,0.032,NA,NA
1991-07-31,1991,7,"Total","Surface",4917500,"mg/l",NA,0.083,NA,NA
1991-07-31,1991,7,"Total","Surface",4917510,"mg/l",NA,0.068,NA,NA
1991-07-31,1991,7,"Total","Surface",4917520,"mg/l",NA,0.075,NA,NA
1991-07-31,1991,7,"Total","Surface",4917620,"mg/l",NA,0.133,NA,NA
1991-07-31,1991,7,"Total","Surface",4917700,"mg/l",NA,0.043,NA,NA
1991-07-31,1991,7,"Total","Surface",4917710,"mg/l",NA,0.041,NA,NA
1991-07-31,1991,7,"Total","Surface",4917770,"mg/l",NA,0.087,NA,NA
1991-08-28,1991,8,"Dissolved","Bottom",4917310,"mg/l",NA,0.036,NA,NA
1991-08-28,1991,8,"Dissolved","Bottom",4917320,"mg/l",NA,0.037,NA,NA
1991-08-28,1991,8,"Dissolved","Bottom",4917370,"mg/l",NA,0.035,NA,NA
1991-08-28,1991,8,"Dissolved","Bottom",4917770,"mg/l",NA,0.046,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917310,"mg/l",NA,0.049,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917320,"mg/l",NA,0.047,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917330,"mg/l",NA,0.043,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917340,"mg/l",NA,0.047,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917370,"mg/l",NA,0.04,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917380,"mg/l",NA,0.068,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917390,"mg/l",NA,0.029,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917400,"mg/l",NA,0.024,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917410,"mg/l",NA,0.037,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917420,"mg/l",NA,0.024,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917500,"mg/l",NA,0.039,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917510,"mg/l",NA,0.032,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917520,"mg/l",NA,0.029,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917620,"mg/l",NA,0.055,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917700,"mg/l",NA,0.024,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917710,"mg/l",NA,0.026,NA,NA
1991-08-28,1991,8,"Dissolved","Surface",4917770,"mg/l",NA,0.07,NA,NA
1991-08-28,1991,8,"Total","Bottom",4917310,"mg/l",NA,0.127,NA,NA
1991-08-28,1991,8,"Total","Bottom",4917320,"mg/l",NA,0.161,NA,NA
1991-08-28,1991,8,"Total","Bottom",4917370,"mg/l",NA,0.1,NA,NA
1991-08-28,1991,8,"Total","Bottom",4917770,"mg/l",NA,0.176,NA,NA
1991-08-28,1991,8,"Total","Surface",4917310,"mg/l",NA,0.104,NA,NA
1991-08-28,1991,8,"Total","Surface",4917320,"mg/l",NA,0.109,NA,NA
1991-08-28,1991,8,"Total","Surface",4917330,"mg/l",NA,0.055,NA,NA
1991-08-28,1991,8,"Total","Surface",4917340,"mg/l",NA,0.085,NA,NA
1991-08-28,1991,8,"Total","Surface",4917370,"mg/l",NA,0.099,NA,NA
1991-08-28,1991,8,"Total","Surface",4917380,"mg/l",NA,0.128,NA,NA
1991-08-28,1991,8,"Total","Surface",4917390,"mg/l",NA,0.082,NA,NA
1991-08-28,1991,8,"Total","Surface",4917400,"mg/l",NA,0.052,NA,NA
1991-08-28,1991,8,"Total","Surface",4917410,"mg/l",NA,0.088,NA,NA
1991-08-28,1991,8,"Total","Surface",4917420,"mg/l",NA,0.096,NA,NA
1991-08-28,1991,8,"Total","Surface",4917500,"mg/l",NA,0.109,NA,NA
1991-08-28,1991,8,"Total","Surface",4917510,"mg/l",NA,0.075,NA,NA
1991-08-28,1991,8,"Total","Surface",4917520,"mg/l",NA,0.073,NA,NA
1991-08-28,1991,8,"Total","Surface",4917620,"mg/l",NA,0.312,NA,NA
1991-08-28,1991,8,"Total","Surface",4917700,"mg/l",NA,0.072,NA,NA
1991-08-28,1991,8,"Total","Surface",4917710,"mg/l",NA,0.064,NA,NA
1991-08-28,1991,8,"Total","Surface",4917770,"mg/l",NA,0.118,NA,NA
1993-07-02,1993,7,"Dissolved","Bottom",4917310,"mg/l",NA,0.028,NA,NA
1993-07-02,1993,7,"Dissolved","Surface",4917310,"mg/l",NA,0.014,NA,NA
1993-07-02,1993,7,"Dissolved","Surface",4917390,"mg/l",NA,0.011,NA,NA
1993-07-02,1993,7,"Dissolved","Surface",4917520,"mg/l",NA,0.027,NA,NA
1993-07-02,1993,7,"Dissolved","Surface",4917620,"mg/l",NA,0.017,NA,NA
1993-07-02,1993,7,"Dissolved","Surface",4917770,"mg/l",NA,0.012,NA,NA
1993-07-02,1993,7,"Total","Bottom",4917310,"mg/l",NA,0.085,NA,NA
1993-07-02,1993,7,"Total","Surface",4917310,"mg/l",NA,0.07,NA,NA
1993-07-02,1993,7,"Total","Surface",4917390,"mg/l",NA,0.194,NA,NA
1993-07-02,1993,7,"Total","Surface",4917520,"mg/l",NA,0.066,NA,NA
1993-07-02,1993,7,"Total","Surface",4917620,"mg/l",NA,0.076,NA,NA
1993-07-02,1993,7,"Total","Surface",4917770,"mg/l",NA,0.089,NA,NA
1994-07-15,1994,7,"Dissolved","Surface",4917310,"mg/l",NA,0.031,NA,NA
1994-07-15,1994,7,"Dissolved","Surface",4917340,"mg/l",NA,0.026,NA,NA
1994-07-15,1994,7,"Total","Surface",4917310,"mg/l",NA,0.071,NA,NA
1994-07-15,1994,7,"Total","Surface",4917340,"mg/l",NA,0.07,NA,NA
1995-07-26,1995,7,"Dissolved","Bottom",4917310,"mg/l",NA,0.01,NA,NA
1995-07-26,1995,7,"Dissolved","Bottom",4917340,"mg/l",NA,0.005,NA,NA
1995-07-26,1995,7,"Dissolved","Bottom",4917770,"mg/l",NA,0.01,NA,NA
1995-07-26,1995,7,"Dissolved","Surface",4917310,"mg/l",NA,0.01,NA,NA
1995-07-26,1995,7,"Dissolved","Surface",4917320,"mg/l",NA,0.01,NA,NA
1995-07-26,1995,7,"Dissolved","Surface",4917340,"mg/l",NA,0.005,NA,NA
1995-07-26,1995,7,"Dissolved","Surface",4917770,"mg/l",NA,0.09,NA,NA
1995-07-26,1995,7,"Total","Bottom",4917310,"mg/l",NA,0.05,NA,NA
1995-07-26,1995,7,"Total","Bottom",4917340,"mg/l",NA,0.04,NA,NA
1995-07-26,1995,7,"Total","Bottom",4917770,"mg/l",NA,0.09,NA,NA
1995-07-26,1995,7,"Total","Surface",4917310,"mg/l",NA,0.04,NA,NA
1995-07-26,1995,7,"Total","Surface",4917320,"mg/l",NA,0.03,NA,NA
1995-07-26,1995,7,"Total","Surface",4917340,"mg/l",NA,0.05,NA,NA
1995-07-26,1995,7,"Total","Surface",4917770,"mg/l",NA,0.16,NA,NA
1995-09-27,1995,9,"Dissolved","Bottom",4917310,"mg/l",NA,0.02,NA,NA
1995-09-27,1995,9,"Dissolved","Bottom",4917340,"mg/l",NA,0.02,NA,NA
1995-09-27,1995,9,"Dissolved","Surface",4917310,"mg/l",NA,0.03,NA,NA
1995-09-27,1995,9,"Dissolved","Surface",4917340,"mg/l",NA,0.01,NA,NA
1995-09-27,1995,9,"Dissolved","Surface",4917770,"mg/l",NA,0.02,NA,NA
1995-09-27,1995,9,"Total","Bottom",4917310,"mg/l",NA,0.17,NA,NA
1995-09-27,1995,9,"Total","Bottom",4917340,"mg/l",NA,0.05,NA,NA
1995-09-27,1995,9,"Total","Surface",4917310,"mg/l",NA,0.05,NA,NA
1995-09-27,1995,9,"Total","Surface",4917340,"mg/l",NA,0.05,NA,NA
1995-09-27,1995,9,"Total","Surface",4917770,"mg/l",NA,0.05,NA,NA
1997-07-15,1997,7,"Total","Bottom",4917310,"mg/l",NA,0.09328,NA,NA
1997-07-15,1997,7,"Total","Bottom",4917370,"mg/l",NA,0.10938,NA,NA
1997-07-15,1997,7,"Total","Bottom",4917390,"mg/l",NA,0.0833,NA,NA
1997-07-15,1997,7,"Total","Bottom",4917520,"mg/l",NA,0.08163,NA,NA
1997-07-15,1997,7,"Total","Surface",4917310,"mg/l",NA,0.08533,NA,NA
1997-07-15,1997,7,"Total","Surface",4917320,"mg/l",NA,0.08632,NA,NA
1997-07-15,1997,7,"Total","Surface",4917370,"mg/l",NA,0.10032,NA,NA
1997-07-15,1997,7,"Total","Surface",4917390,"mg/l",NA,0.13456,NA,NA
1997-07-15,1997,7,"Total","Surface",4917500,"mg/l",NA,0.06733,NA,NA
1997-07-15,1997,7,"Total","Surface",4917520,"mg/l",NA,0.07582,NA,NA
1997-09-11,1997,9,"Dissolved","Bottom",4917310,"mg/l",NA,0.08393,NA,NA
1997-09-11,1997,9,"Dissolved","Bottom",4917370,"mg/l",NA,0.06018,NA,NA
1997-09-11,1997,9,"Dissolved","Bottom",4917390,"mg/l",NA,0.0603,NA,NA
1997-09-11,1997,9,"Dissolved","Bottom",4917500,"mg/l",NA,0.06086,NA,NA
1997-09-11,1997,9,"Dissolved","Bottom",4917520,"mg/l",NA,0.05874,NA,NA
1997-09-11,1997,9,"Dissolved","Surface",4917310,"mg/l",NA,0.07739,NA,NA
1997-09-11,1997,9,"Dissolved","Surface",4917320,"mg/l",NA,0.08533,NA,NA
1997-09-11,1997,9,"Dissolved","Surface",4917370,"mg/l",NA,0.06326,NA,NA
1997-09-11,1997,9,"Dissolved","Surface",4917390,"mg/l",NA,0.05571,NA,NA
1997-09-11,1997,9,"Dissolved","Surface",4917500,"mg/l",NA,0.03775,NA,NA
1997-09-11,1997,9,"Dissolved","Surface",4917520,"mg/l",NA,0.0694,NA,NA
1999-07-06,1999,7,"Dissolved","Bottom",4917310,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Bottom",4917370,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Bottom",4917390,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Bottom",4917500,"mg/l",NA,0.02,NA,NA
1999-07-06,1999,7,"Dissolved","Bottom",4917520,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Bottom",4917620,"mg/l",NA,0.023,NA,NA
1999-07-06,1999,7,"Dissolved","Bottom",4917770,"mg/l",NA,0.03,NA,NA
1999-07-06,1999,7,"Dissolved","Surface",4917310,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Surface",4917370,"mg/l",NA,0.047,NA,NA
1999-07-06,1999,7,"Dissolved","Surface",4917390,"mg/l",NA,0.04,NA,NA
1999-07-06,1999,7,"Dissolved","Surface",4917500,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Surface",4917520,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Surface",4917620,"mg/l",NA,0.01,NA,NA
1999-07-06,1999,7,"Dissolved","Surface",4917770,"mg/l",NA,0.024,NA,NA
1999-07-06,1999,7,"Total","Bottom",4917310,"mg/l",NA,0.102,NA,NA
1999-07-06,1999,7,"Total","Bottom",4917370,"mg/l",NA,0.051,NA,NA
1999-07-06,1999,7,"Total","Bottom",4917390,"mg/l",NA,0.065,NA,NA
1999-07-06,1999,7,"Total","Bottom",4917500,"mg/l",NA,0.041,NA,NA
1999-07-06,1999,7,"Total","Bottom",4917520,"mg/l",NA,0.127,NA,NA
1999-07-06,1999,7,"Total","Bottom",4917620,"mg/l",NA,0.04,NA,NA
1999-07-06,1999,7,"Total","Bottom",4917770,"mg/l",NA,0.129,NA,NA
1999-07-06,1999,7,"Total","Surface",4917310,"mg/l",NA,0.03,NA,NA
1999-07-06,1999,7,"Total","Surface",4917370,"mg/l",NA,0.041,NA,NA
1999-07-06,1999,7,"Total","Surface",4917390,"mg/l",NA,0.036,NA,NA
