UID,PTL,Total_phosphorus_mgL,Total_nitrogen_mgL,Chlorophyll_a_ugL,Secchi_m,TNTP_mol,Comment,TSIchl,TSItp,TSIsd
7126,688,0.688,0.551,12,0.65,1.770986879,,54.9769342344203,96.9298014986535,66.2075818208923
7132,50,0.05,0.674,18.08,1.385,29.80863404,,58.9980503421971,59.7007266770797,55.3066609877977
7133,1344,1.344,2.068,8.56,0.625,3.40254164,,51.6630528654073,106.43835839938,66.7727522974311
7135,246,0.246,0.389,4.305882353,0.63,3.496766858,,44.9224241746314,82.3257078102396,66.6579309727864
7136,108,0.108,0.51,5.488,1.4,10.44235861,,47.3021517650554,70.6362634251639,55.1514350702883
7137,125,0.125,0.573,3.101538462,0.675,10.13670463,,41.7039219938783,72.7120550696927,65.6637436946595
7138,47,0.047,0.583,9.5,1.15,27.42981509,,52.6851725443297,58.8220959442828,57.986030410374
7141,30,0.03,1.026,26.24,0.7,75.6272466,,62.6520654975845,52.4470028196026,65.1396859421571
7148,23,0.023,0.31,2.453333333,3.3,29.80478826,,39.4039613870201,48.6740178661939,42.7955772293122
7149,29,0.029,0.601,10.88,1.3,45.82776286,,54.0157464284067,51.9656007858079,56.2193309490235
7150,162,0.162,3.881,90.72,4,52.97620101,,74.8213006101983,76.3938679602999,40.0234982562624
7151,158,0.158,0.828,27.9,0.95,11.58845218,,63.253827817396,76.0388494689829,60.7391363721246
7152,17,0.017,0.336,4.927,2.4,43.70614871,,46.2443040817415,44.3816294855983,47.3844954947303
7153,18,0.018,0.381,3.022,1.9,46.80633683,,41.4490640543739,45.1932789621255,50.7508855002558
7154,83,0.083,1.466,14.25,1.35,39.05782552,,56.6627852548708,66.8975366307117,55.6754928227906
7155,147,0.147,1.253,15.04,2.01,18.84889605,,57.1920976546978,75.0141427322581,49.9398786549571
7163,41,0.041,0.256,2.024,3.1,13.80728507,,37.5167931214814,56.8827233472012,43.6964955734133
7164,29,0.029,0.173,1.432,,13.19168548,Secchi = 0 set to NA,34.1224969923622,51.9656007858079,
7167,22,0.022,0.095,1.152,3.275,9.548894773,,31.988110705905,48.0428028376881,42.9051595064532
7168,43,0.043,0.235,5.448,1.975,12.08513733,,47.2303884603912,57.5590416428486,50.193009379732
7172,11,0.011,0.074,0.493,10.5,14.87617291,,23.661915710544,38.2001128737369,26.1166825442743
7173,76,0.076,3.058,12.667,0.415,88.97665439,,55.5075918295797,65.6464134320659,72.6732600936082
7174,12,0.012,0.224,1.05,7.6,41.27802933,,31.0786315105021,39.4356744269896,30.7743837565182
7178,113,0.113,1.669,29.86666667,0.35,32.66104502,,63.9220491382732,71.2789070257152,75.127936814026
7179,21,0.021,0.344,7.912,0.94,36.22357676,,50.8908136302832,47.3822186156726,60.8916245675777
7187,118,0.118,1.536,4.056,2.5,28.78467905,,44.3359351822939,71.8937216674125,46.7962505536934
7188,65,0.065,0.149,2.34,,5.069032723,Secchi = 0 set to NA,38.9399806171159,63.426299232518,
7189,29,0.029,0.478,2.824,2.55,36.44870324,,40.7842938755801,51.9656007858079,46.5108946943555
7190,14,0.014,0.248,1.844,4.35,39.17200743,,36.6031031975685,41.6246140805367,38.8147660721005
7196,57,0.057,0.596,7.488,,23.12190365,Secchi = 0 set to NA,50.3504900613096,61.5613280032506,
7199,928,0.928,2.731,57.23076923,,6.507675768,Secchi = 0 set to NA,70.3019693548831,101.179050605564,
7200,10,0.01,0.281,0.0664,5.5,62.1381763,,3.99470883727746,36.8467083205154,35.4345799908443
7205,28,0.028,1.589,12.704,0.95,125.4925803,,55.5362048331919,51.4673040444879,60.7391363721246
7206,11,0.011,0.321,2.202666667,3.35,64.53042573,,38.3466504149556,38.2001128737369,42.5788814164892
7207,25,0.025,0.213,1.624,2.5,18.84047196,,35.3567928914644,49.8580367131284,46.7962505536934
7208,123,0.123,1.32,33,0.315,23.73127122,,64.9007391779862,72.4830178462883,76.6461818446552
7209,39,0.039,0.399,21.64,0.85,22.62353531,,60.7612712835269,56.172575375041,62.3418977740629
7210,49,0.049,0.593,19.08571429,1.15,26.7615212,,59.5291025013862,59.4138482331709,57.986030410374
7217,91,0.091,1.136,57.28,0.365,27.60508712,,70.31040443722,68.2042049925393,74.5232327050089
7219,87,0.087,1.548,105.6,0.35,39.3462989,,76.3112486221799,67.5658952848951,75.127936814026
7224,5,0.005,0.255,2.112,4.35,112.777473,,37.9343029389298,27.0040183565642,38.8147660721005
7225,24,0.024,0.14,0.92,6.225,12.89938417,,29.7820264163079,49.2783643909408,33.6502566957254
7226,37,0.037,0.191,11.872,3,11.41520792,,54.8717321538295,55.425034359548,44.1689969202925
7228,12,0.012,0.389,10,0.675,71.68372058,,53.1883597622716,39.4356744269896,65.6637436946595
7229,166,0.166,0.282,3.3,0.39,3.756584855,,42.3123794157146,76.7402265946629,73.5685790593602
7230,33,0.033,0.294,0.650666667,6,19.70087764,,26.3840759803822,53.800407372824,34.1807460484237
7231,13,0.013,0.239,3.48,2.85,40.65432285,,42.8333868020444,40.5722808759538,44.9081332924171
7232,5,0.005,0.149,1.22,1.195,65.8974254,,32.5507269242901,27.0040183565642,57.4329134686241
7233,20,0.02,0.283,3.064,1.9,31.29022045,,41.5844654809266,46.6893982844667,50.7508855002558
7237,426,0.426,3.081,93.6,0.12,15.99316001,,75.1278880619736,90.1230387170251,90.5529975566433
7238,57,0.057,1.023,9.955555556,0.75,39.68742858,,53.1446625857821,61.5613280032506,64.1454986640302
7242,208,0.208,2.146,90.667,0.385,22.8148998,,74.8155677846398,79.9430407317587,73.7545171230456
7243,236,0.236,3.844,203.4,0.3,36.01832886,,82.7418616842579,81.7364116313637,77.3492481103367
7244,23,0.023,0.419,3.592,0.85,40.28453639,,43.1441367658159,48.6740178661939,62.3418977740629
7247,486,0.486,5.913,373.3333333,0.1,26.90442983,,88.6994471369664,91.994162459387,93.1802511900442
7249,17,0.017,0.731,6.16,1.45,95.086889,,48.4353331877207,44.3816294855983,54.6457691518079
7250,51,0.051,0.411,15.776,2.05,17.82066182,,57.6607849170093,59.9819239846854,49.6559285807039
7251,26,0.026,0.643,3.514666667,,54.68771881,Secchi = 0 set to NA,42.9306274009233,50.4149708399051,
7254,59,0.059,0.289,1.944,2.35,10.83173469,,37.1211749962352,62.0510317034612,47.6878751212711
7255,34,0.034,0.689,17.12,1.15,44.81181021,,58.4628267067004,54.2243194495495,57.986030410374
7256,40,0.04,0.171,6.331428571,4.475,9.453405825,,48.7046090134302,56.5320882484179,38.4065234716165
7257,93,0.093,0.523,45.33333333,2.355,12.43571967,,68.0157578765152,68.5129128027763,47.6572481171806
7258,38,0.038,0.259,3.701333333,3.59,15.07191203,,43.4382794582116,55.8037234681147,41.5818267619723
7259,19,0.019,0.379,6.848,1.65,44.11007458,,49.4740146270149,45.9610335041635,52.783828101181
7260,24,0.024,0.368,9.248,1.28,33.90695267,,52.4214357300335,49.2783643909408,56.4427462770067
7262,5,0.005,0.47,2.48,,207.864362,,39.5100164753353,27.0040183565642,
7263,4.1,0.0041,0.112,1.3,4.865,60.4068722,,33.1737934344261,24.1860150266857,37.2024186276569
7264,16,0.016,0.291,2.616,2.145,40.21843706,,40.0337515135665,43.5207598558049,49.0031590502045
7265,43,0.043,0.754,15.504,1.32,38.77529167,,57.4901719210059,57.5590416428486,55.9993266756188
7266,26,0.026,0.485,12.64,0.785,41.24967904,,55.4866592733306,50.4149708399051,63.4882511968881
7267,100,0.1,1.895,42.84,1.775,41.90457085,,67.4608027291354,69.5434166410309,51.7315359056165
7268,24,0.024,0.285,2.56,2.8,26.25946063,,39.8214712058013,49.2783643909408,45.1631841984195
7269,5,0.005,0.27,2.35,5.35,119.411442,,38.981814369211,27.0040183565642,35.8330385573169
7275,88,0.088,0.415,1.771428571,3.3,10.42839824,,36.2092238317078,67.7281827655905,42.7955772293122
7276,230,0.23,0.351,4.288,0.31,3.374671187,,44.881598357169,81.3707261867094,76.8767467634575
7277,166,0.166,0.728,32.964,,9.697850265,Secchi = 0 set to NA,64.8900315182002,76.7402265946629,
7278,565,0.565,1.049,13.66153846,0.25,4.105624473,,56.2490736799723,94.1329253822795,79.9765017437376
7282,62,0.062,1.188,59.36,0.71,42.371802,,70.660318074808,62.7553082676403,64.935285351923
7284,12,0.012,0.426,1.691,3.85,78.5019665,,35.7533898858803,39.4356744269896,40.5742659330014
7286,327,0.327,3.14,93.6,0.355,21.23411076,,75.1278880619736,86.367434426741,74.9235362237919
7287,17,0.017,0.289,2.38,2.05,37.592491,,39.106255784174,44.3816294855983,49.6559285807039
7288,16,0.016,0.556,1.944,4.45,76.84347425,,37.1211749962352,43.5207598558049,38.4872519740729
7289,6,0.006,0.068,0.592,,25.06166067,Secchi = 0 set to NA,25.4571208013973,29.5929844630384,
7290,38,0.038,0.571,6.453333333,0.85,33.22803771,,48.8916945405923,55.8037234681147,62.3418977740629
7291,31,0.031,0.126,5.968,1.675,8.987958,,48.1247003750633,52.9126183036891,52.567132288358
7292,56,0.056,0.449,32,0.775,17.73007191,,64.5988692064653,61.3099940084391,63.6729973171509
7294,8,0.008,0.208,1.712,2.63,57.494398,,35.8744669444288,33.6780698918537,46.0657627764068
7295,7,0.007,0.125,0.6112,7.65,39.48791071,,25.7702324865164,31.7819241165854,30.679891614648
7297,17,0.017,0.329,4.208,2.825,42.79560394,,44.6968471340214,44.3816294855983,45.035094466137
7298,5,0.005,0.271,0.842666667,1.55,119.8537066,,28.9206868043984,27.0040183565642,53.6847464452821
7304,39,0.039,0.609,5.546666667,1.95,34.53065915,,47.4064640099613,56.172575375041,50.3765787411848
7305,37,0.037,0.376,3.733333333,1.75,22.47182292,,43.5227276124232,55.425034359548,51.9359364958506
7306,20,0.02,0.206,11.64444444,,22.7766269,Secchi = 0 set to NA,54.6818743947983,46.6893982844667,
7307,157,0.157,0.425,58.4,0.3,5.986065446,,70.5003688792733,75.948690435946,77.3492481103367
7314,6,0.006,0.3,1.92,4.05,110.56615,,36.9993100750494,29.5929844630384,39.8444897430832
7321,11,0.011,0.166,0.464,6.05,33.37087436,,23.0671881705248,38.2001128737369,34.061160299864
7322,5,0.005,0.398,1.16,10.4,176.0213108,,32.0560002502103,27.0040183565642,26.254578333417
7325,15,0.015,0.235,2.2,2.95,34.64406033,,38.3347667051735,42.6043128556514,44.4111874952316
7338,31,0.031,0.174,0.636,4.85,12.411942,,26.1604186195518,52.9126183036891,37.2469168616793
7339,136,0.136,1.271,71.2,0.65,20.66611421,,72.4444845486799,73.909699377452,66.2075818208923
7340,9,0.009,0.14,1.38,4.85,34.39835778,,33.759639126849,35.3505889981743,37.2469168616793
7341,7.2,0.0072,0.0643,3.2,3.725,19.7483429,,42.0105094441937,32.1819505695125,41.0498866651078
7344,219,0.219,0.923,27.36,0.65,9.319868169,,63.0620953299202,80.6748185633943,66.2075818208923
7350,153,0.153,1.564,17.28,0.8,22.60463511,,58.5540831787177,75.5822184837726,63.2154985744378
7357,304,0.304,1.841,72.92571429,0.6,13.39159751,,72.6794192566284,85.3317933599684,67.3609972384679
7360,10,0.01,0.121,0.396,5.75,26.7570083,,21.5125941255917,36.8467083205154,34.7940300921986
7361,22,0.022,0.141,4.2,2.4,14.17257014,,44.6781791930883,48.0428028376881,47.3844954947303
7364,5,0.005,0.57,2.32,1.3,252.090822,,38.8557740915033,27.0040183565642,56.2193309490235
7366,4.1,0.0041,0.152,1.4,10.2,81.98075512,,33.9007926412541,24.1860150266857,26.5343929506179
7367,6,0.006,0.114,0.56,9.055,42.015137,,24.9119805615686,29.5929844630384,28.2502007138572
7368,37,0.037,0.344,8.945454545,0.75,20.55932735,,52.0951376611605,55.425034359548,64.1454986640302
7369,144,0.144,1.905,98.66666667,0.35,29.25396052,,75.6450396954163,74.7213488539792,75.127936814026
7370,58,0.058,1.051,17.2,0.965,40.07069781,,58.5085610552684,61.8082907497591,60.5133876298378
7371,151,0.151,0.531,21.72,0.545,7.776241808,,60.7974705865949,75.3953736827719,68.7464302690353
7372,54,0.054,0.44,21.4,0.8,18.01818741,,60.6518649450928,60.7935734612127,63.2154985744378
7374,25,0.025,0.376,17.52,1.3,33.25829792,,58.6893956688359,49.8580367131284,56.2193309490235
7375,33,0.033,0.379,9.386666667,1.05,25.39670961,,52.5674372804676,53.800407372824,59.2969337343185
7376,24,0.024,0.326,6.088,1.65,30.03713742,,48.3199954776876,49.2783643909408,52.783828101181
7377,176,0.176,1.808,92,0.45,22.71631809,,74.9587459408511,77.5708727295418,71.5064959024981
7378,13,0.013,0.159,2.752,3.25,27.04618131,,40.5309368958975,40.5722808759538,43.0155815027169
7379,16,0.016,0.121,5.04,3.45,16.72313019,,46.466753665237,43.5207598558049,42.1550273306665
7380,20,0.02,0.254,2.896,3.15,28.0838021,,41.0312719550752,46.6893982844667,43.465930654611
7381,28,0.028,0.766,14.048,2.2,60.49547921,,56.522729161918,51.4673040444879,48.6383294371509
7383,42,0.042,0.063,0.524,8.875,3.3169845,,24.2601541363747,57.2249085796238,28.5395355874411
7384,176,0.176,2.83,13.46666667,1.9,35.55706869,,56.1081336411214,77.5708727295418,50.7508855002558
7385,109,0.109,1.198,48.64,0.95,24.30426563,,68.7064175914241,70.7671399276538,60.7391363721246
7389,10,0.01,0.23,1.588,5.9,50.860429,,35.1368833093127,36.8467083205154,34.4229366233628
7390,13,0.013,0.205,2.104,,34.87086269,Secchi = 0 set to NA,37.8970732927283,40.5722808759538,
7392,88,0.088,0.92,52.4,0.55,23.11837682,,69.4368736609178,67.7281827655905,68.6148311808885
7394,58,0.058,1.078,35.76,0.525,41.10010679,,65.6887018124951,61.8082907497591,69.2851846061873
7395,45,0.045,0.744,3.104,2.1,36.56054027,,41.7117046187687,58.2046073547385,49.3086828624497
7396,40,0.04,0.14,1.508,3.5,7.7396305,,34.6297936846364,56.5320882484179,41.9476856239817
7402,17,0.017,1.18,38.8,0.49,153.4918318,,66.4891026194327,44.3816294855983,70.2793718843143
7403,41,0.041,0.531,4.384,3.7,28.63932959,,45.0988028020245,56.8827233472012,41.1469240688409
7404,82,0.082,0.76,27.2,0.45,20.49518878,,63.0045585080922,66.7254133111524,71.5064959024981
7405,1399,1.399,4.163,257.6,0.15,6.580227054,,85.0593124233983,107.00788424025,87.3374989822056
7406,82,0.082,0.849,10.44,1.5,22.89528326,,53.6107733538786,66.7254133111524,54.1572477921614
7409,34,0.034,0.476,6.496,1.55,30.958522,,48.9563405740505,54.2243194495495,53.6847464452821
7410,19,0.019,0.179,7.376,1.2,20.83299037,,50.2026508801546,45.9610335041635,57.3727463665991
7411,40,0.04,0.791,12.16,1.8,43.72891233,,55.106869908838,56.5320882484179,51.5299941587605
7412,9,0.009,0.051,0.384,9.1,12.53083033,,21.2107241540708,35.3505889981743,28.1787657011364
7413,23,0.023,0.029,0.441142857,7.1,2.78818987,,22.571628266105,48.6740178661939,31.7550341618788
7414,147,0.147,2.4,38.736,0.725,36.10323265,,66.4729078159199,75.0141427322581,64.6340200236767
7416,97,0.097,1.318,64.8,0.375,30.04663623,,71.5205079689442,69.1108958947481,74.133749535899
7417,1254,1.254,6.2,164,0.345,10.93317592,,80.6296896569554,105.454130840939,75.3352785207107
7418,333,0.333,3.373,39.4893617,0.325,22.39877621,,66.6618671666215,86.6256233577223,76.1958326927611
7419,25,0.025,0.668,5.76,2.51,59.08655056,,47.7766966268835,49.8580367131284,46.7387255271994
7420,10,0.01,0.3,2.448,2.68,66.33969,,39.3826120872173,36.8467083205154,45.794379990927
7421,23,0.023,0.34,16.48,1.975,32.68912261,,58.0890672151618,48.6740178661939,50.193009379732
7422,9,0.009,0.251,2.664,3.475,61.67134144,,40.2121200637726,35.3505889981743,42.0509835573686
7423,4.1,0.0041,0.162,0.5,,87.37422585,Secchi = 0 set to NA,23.8002261587069,24.1860150266857,
7424,7.5,0.0075,0.167,3.4,4.81,49.23879213,,42.605236984213,32.7616228917002,37.3662550178644
7425,86,0.086,2.049,50.4,0.45,52.68605613,,69.0551134275085,67.4017316067998,71.5064959024981
7429,12,0.012,0.145,1.38,5.475,26.72015292,,33.759639126849,39.4356744269896,35.5002293071261
7430,9,0.009,0.18,1.012,8.23,44.22646,,30.7170192801883,35.3505889981743,29.6268035283318
7431,10,0.01,0.153,0.932,7.075,33.8332419,,29.9091556252509,36.8467083205154,31.8058631387428
7432,11,0.011,0.54,1.558,4.35,108.5558564,,34.9497829144703,38.2001128737369,38.8147660721005
7433,21,0.021,0.296,9.696,1.35,31.16912419,,52.8855087416975,47.3822186156726,55.6754928227906
7435,225,0.225,2.109,160.64,0.25,20.72746759,,80.426616856098,81.0586257113028,79.9765017437376
7441,11,0.011,0.196,2.152,3.35,39.40175527,,38.1183608709585,38.2001128737369,42.5788814164892
7442,17,0.017,0.803,6.056,2.2,104.4524923,,48.2682957532858,44.3816294855983,48.6383294371509
7443,11,0.011,1.116,2.16,4.7,224.3487698,,38.1547616548385,38.2001128737369,37.6996242494023
7444,32,0.032,0.616,4.08,2.4,42.56796775,,44.3938114563617,53.3634498197561,47.3844954947303
7446,45,0.045,0.705,33.92,0.875,34.64406033,,65.1704871951615,58.2046073547385,61.9241873677194
7449,279,0.279,3.333,81.12,0.4,26.41698767,,73.7240687858586,84.1132073018634,73.2037494463066
7450,18,0.018,0.244,4.277333333,2.25,29.97571178,,44.8571649689294,45.1932789621255,48.3144955843227
7451,357,0.357,1.369,1.912,2.55,8.479835258,,36.9583496815126,87.6138481012709,46.5108946943555
7453,15,0.015,0.221,5.024,2.315,32.58015887,,46.4355612701175,42.6043128556514,47.9041064025746
7455,40,0.04,0.55,16.32,0.7,30.40569125,,57.9933591389478,56.5320882484179,65.1396859421571
7459,62,0.062,0.51,17.5,0.65,18.189915,,58.6781906419181,62.7553082676403,66.2075818208923
7460,366,0.366,1.993,33.6,0.83,12.04143918,,65.0775007169675,87.9673933342994,62.6850092217394
7461,28,0.028,0.231,5.645714286,1.6,18.24341475,,47.5800968612134,51.4673040444879,53.227247702569
7462,684,0.684,1.8,88,0.83,5.819271053,,74.5226741500312,96.8470024302402,62.6850092217394
7463,15,0.015,0.4,6.56,2.875,58.96861333,,49.0525178149983,42.6043128556514,44.7822809640674
7464,28,0.028,0.873,9.6,2.02,68.94589211,,52.7878959960279,51.4673040444879,49.868364860537
7465,12,0.012,0.075,1.908,4.5,13.82076875,,36.937805171386,39.4356744269896,38.3262447124539
7466,25,0.025,0.316,5.568,1,27.95112272,,47.4441224049451,49.8580367131284,60
7471,74,0.074,0.93,30.312,1.45,27.79095122,,64.0672434391569,65.2677243234992,54.6457691518079
7472,28,0.028,0.16,1.346666667,4.04,12.63613143,,33.5197738788498,51.4673040444879,39.8801139886682
7474,12,0.012,0.239,3.208,3.925,44.04218308,,42.0350038389419,39.4356744269896,40.2962508787127
7475,234,0.234,0.628,10.42,0.225,5.934661726,,53.5919622263504,81.6155598380794,81.4947467743669
7476,11,0.011,0.061,1.264,5.75,12.26279118,,32.898299511059,38.2001128737369,34.7940300921986
7477,15,0.015,0.053,0.112685714,1.1,7.813341267,,9.18327272633885,42.6043128556514,58.6265803090197
7478,9,0.009,0.033,0.248171429,11.6,8.108184333,,16.9284354933748,35.3505889981743,24.6810165362015
7479,13,0.013,0.038,0.717714286,9.9,6.463867231,,27.3461827117901,40.5722808759538,26.9645741496048
7482,839,0.839,3.68,283.2,0.33,9.699247485,,85.9887644794499,99.7473920318343,75.9758284193564
7483,95,0.095,0.601,57,0.35,13.98952761,,70.2623329374569,68.8150518607277,75.127936814026
7490,124,0.124,0.694,41.6,1.1,12.3762755,,67.1726626408914,72.5979982315915,58.6265803090197
7496,17,0.017,1.013,7.466666667,1.46,131.7688352,,50.3225014550302,44.3816294855983,54.5467309612713
7497,18,0.018,0.088,2.356,3,10.81091244,,39.0068292573934,45.1932789621255,44.1689969202925
7498,15,0.015,0.044,14.08,,6.486547467,Secchi = 0 set to NA,56.5450499906603,42.6043128556514,
7499,12,0.012,0.05,0.54,11.875,9.213845833,,24.5552139722524,39.4356744269896,24.3433866076426
7500,30,0.03,0.519,14.64,1.645,38.2558879,,56.9276611587104,52.4470028196026,52.8275610634282
7501,153,0.153,1.019,80.8,0.475,14.72770024,,73.6852940318204,75.5822184837726,70.7273872439934
7503,37,0.037,0.506,6.348,1.05,30.24133616,,48.7302514641354,55.425034359548,59.2969337343185
7504,1689,1.689,6.188,217.6,0.35,8.101638084,,83.4038800319713,109.682865218671,75.127936814026
7512,346,0.346,1.223,0.334,2.15,7.816323783,,19.8422138542867,87.1694306058197,48.9696083947688
7518,88,0.088,2.085,19.15,0.83,52.3932779,,59.5620896402975,67.7281827655905,62.6850092217394
7520,20,0.02,0.343,3.394285714,3.05,37.92418945,,42.5887357179321,46.6893982844667,43.9308096791756
7526,317,0.317,2.713,82.24,0.525,18.92529747,,73.8585860747443,85.9264051890574,69.2851846061873
7527,50,0.05,5.8,3.686153846,,256.513468,Secchi = 0 set to NA,43.3979650797415,59.7007266770797,
7528,10,0.01,0.445,4.4,3.5,98.4038735,,45.1345405464666,36.8467083205154,41.9476856239817
7529,33.6,0.0336,0.428,17,1.96,28.16804298,,58.3938229051915,54.0562701509621,50.3028701405767
7530,132,0.132,4.763,80.9,0.125,79.79190492,,73.6974276140722,73.4857873007265,89.9647526156064
7531,70,0.07,0.854,34.48888889,0.65,26.9781406,,65.3336510399597,64.4786324371009,66.2075818208923
7532,35,0.035,0.596,2.125,0.475,37.65567166,,37.9945013813123,54.6359424731497,70.7273872439934
7533,58,0.058,0.665,2.456,2.475,25.35396198,,39.4146186408948,61.8082907497591,46.9410758933424
7534,6,0.006,0.2,2.02,6.95,73.71076667,,37.4973865869627,29.5929844630384,32.0627326854997
7535,20,0.02,0.456,8.576,1.2,50.4181644,,51.6813721984621,46.6893982844667,57.3727463665991
7536,39,0.039,0.804,11.04,2.325,45.58727415,,54.1589606507282,56.172575375041,47.8419942374434
7537,70,0.07,1.084,64,0.65,34.24391617,,71.3986430477584,64.4786324371009,66.2075818208923
7538,69,0.069,0.479,2.712,3.7,15.35106836,,40.3873032904666,64.2743123652811,41.1469240688409
7543,53,0.053,1.981,7.24,1.65,82.65341251,,50.0200840347607,60.5281451724401,52.783828101181
7544,18,0.018,0.45,6.192,2.15,55.283075,,48.4861623169797,45.1932789621255,48.9696083947688
7548,53,0.053,0.84,32.48,0.55,35.0473834,,64.744926495029,60.5281451724401,68.6148311808885
7549,44,0.044,0.954,4.88,2.4,47.94550323,,46.1502746068762,57.8854928016393,47.3844954947303
7552,390,0.39,2.238,59.73333333,0.55,12.68959198,,70.721822977924,88.8692836955564,68.6148311808885
7558,42,0.042,0.57,26,0.75,30.01081214,,62.5619270379908,57.2249085796238,64.1454986640302
7559,599,0.599,5.738,460.8,0.11,21.18292383,,90.7643779130343,94.9627146932394,91.8068314990639
7560,20,0.02,0.171,2.832,3.85,18.90681165,,40.8120449549068,46.6893982844667,40.5742659330014
7563,29.5,0.0295,0.34,5,2.18,25.48643458,,46.3885859209785,52.20834173951,48.7699285252976
7564,124,0.124,1.555,70,0.29,27.73070375,,72.2777383245042,72.5979982315915,77.8377694699833
7565,15,0.015,0.298,1.765,3.45,43.93161693,,36.1735582726794,42.6043128556514,42.1550273306665
7570,6,0.006,0.3,4.565,3.685,110.56615,,45.4956856228004,29.5929844630384,41.2054617255089
7571,20,0.02,0.27,3.552,2.75,29.8528605,,43.0342811945246,46.6893982844667,45.4228308627131
7572,572,0.572,2.129,81.6,0.25,8.230606061,,73.7819450599263,94.3077736775931,79.9765017437376
7573,38,0.038,0.659,1.786666667,2.9,38.34899624,,36.2932500455575,55.8037234681147,44.6575182799391
7574,82,0.082,1.699,3,1.1,45.81753387,,41.3773865518342,66.7254133111524,58.6265803090197
7579,46,0.046,1.359,38.4,1.05,65.33017298,,66.387443678614,58.5167078301452,59.2969337343185
7580,12,0.012,0.141,1.860606061,4.9,25.98304525,,36.6910513069428,39.4356744269896,37.0991206942701
7581,69,0.069,1.885,30.13333333,0.6,60.41078051,,64.0092497102564,64.2743123652811,67.3609972384679
7582,15,0.015,0.278,2.82,3.74,40.98318627,,40.7703888413597,42.6043128556514,40.991976339345
7584,20,0.02,0.568,3.466666667,3.9,62.8015732,,42.7957284074144,46.6893982844667,40.388327869316
7586,64,0.064,0.731,49.12,0.575,25.25745489,,68.8027522444595,63.2061397837073,67.9742812822428
7587,175,0.175,1.369,22.29333333,1,17.29886393,,61.053062140396,77.4899608297139,60
7588,82,0.082,1.04,45.68,1.725,28.0460478,,68.0904901460615,66.7254133111524,52.1432782025353
7589,19,0.019,0.428,5.893333333,2.1,49.81296021,,48.0011915488362,45.9610335041635,49.3086828624497
7590,79,0.079,0.696,22.56,1.05,19.48203554,,61.1697103652389,66.1961595050317,59.2969337343185
7592,16,0.016,0.558,2.813793103,2.5,77.11988963,,40.7487729661961,43.5207598558049,46.7962505536934
7593,27,0.027,0.473,0.867175573,1,38.73910293,,29.2019394615131,50.9508834972615,60
7595,52,0.052,0.78,52.69,1.15,33.169845,,69.4910159622099,60.2576608038563,57.986030410374
7596,7,0.007,0.56,4,4.15,176.90584,,44.1995476825861,31.7819241165854,39.493008903564
7597,6,0.006,0.3,3.044,4.16,110.56615,,41.5202216363945,29.5929844630384,39.4583277797236
7598,7,0.007,0.81,3.06,3.95,255.8816614,,41.5716503256097,31.7819241165854,40.2047585078632
7615,18,0.018,0.173,1.013333333,4.4,21.25327106,,30.7299356711907,45.1932789621255,38.6500785652821
7620,21,0.021,0.503,6.448,2.1,52.9664509,,48.8835837510545,47.3822186156726,49.3086828624497
7621,20,0.02,0.8,2.008,4.4,88.45292,,37.4389355699472,46.6893982844667,38.6500785652821
7622,12,0.012,0.181,2.711111111,1.55,33.35412192,,40.3840874237844,39.4356744269896,53.6847464452821
7623,23,0.023,0.166,1.252,4.64,15.95998339,,32.8047216949703,48.6740178661939,37.8847659825081
7625,11,0.011,0.249,1.204,7.5,50.05631155,,32.4212200929578,38.2001128737369,30.965247473986
7631,14,0.014,0.059,1.032,4.95,9.319146929,,30.9090019238524,41.6246140805367,36.9528250214736
7633,411,0.411,2.256,72,0.19,12.13806493,,72.5540946275475,89.6140236458465,83.9311366903
7635,159,0.159,0.691,81.28,0.705,9.61021505,,73.743398841374,76.1284396715273,65.0371232316078
7636,12,0.012,0.353,4.52,2.525,65.04975158,,45.398502659611,39.4356744269896,46.6528662860993
7637,41,0.041,0.845,36.25714286,0.725,45.57482768,,65.8241431458401,56.8827233472012,64.6340200236767
7640,60,0.06,0.869,40.64,0.55,32.02732812,,66.9436250000809,62.2896927835538,68.6148311808885
7642,79,0.079,0.219,1.466666667,3.8,6.130123253,,34.357153996862,66.1961595050317,40.762634628387
7643,17,0.017,0.266,1.34,3.85,34.60070106,,33.4710889129753,44.3816294855983,40.5742659330014
7644,67,0.067,4.213,39.2,0.7,139.0493104,,66.5897188860729,63.8566351953517,65.1396859421571
7645,78,0.078,1.875,8.4,0.85,53.15680288,,51.4779530343813,66.0152653389922,62.3418977740629
7649,359,0.359,4.781,229.7142857,0.25,29.44940185,,83.935364109096,87.6931779165336,79.9765017437376
7650,11,0.011,0.3,15.893,3.5,60.30880909,,57.733270642611,38.2001128737369,41.9476856239817
7652,289,0.289,1.395,77.44,0.495,10.67403317,,73.2686287755192,84.6132589711966,70.1330762115178
7671,147,0.147,1.636,81.12,1.25,24.61037026,,73.7240687858586,75.0141427322581,56.7845014255622
7684,84,0.084,0.255,3.946666667,,6.712944821,Secchi = 0 set to NA,44.0678678539564,67.0675985435751,
7685,180,0.18,1.573,5.12,0.96,19.32450599,,46.6212450470944,77.889987282641,60.5882449410369
7686,33,0.033,0.538,6.102857143,1.675,36.05126588,,48.3439066175325,53.800407372824,52.567132288358
7698,51,0.051,0.468,2.168,2,20.29214047,,38.1910278698943,59.9819239846854,50.0117491281312
