Lab_Name,Project,SiteName,Monitoring Location ID,Monitoring Location Latitude,Monitoring Location Longitude,Date,SampleType,SampleDepth,SampleZone,CollectionProcedure,Genus,Taxon,Division,NumberinStand,RankinStand,RelativeDensity,turalUnitsperML,CellperML,CellVolume_u3mL
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,Nitzschia,Nitzschia acicularis,Bacillariophyta,176,3,15.4,492.8,493,1182720
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,Oocystis,Oocystis borgei,Chlorophyta,5,14,0.7,14,56,56000
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,Oocystis,Oocystis species,Chlorophyta,31,8,1.7,86.8,347,130200
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,Oocystis,Oocystis species 2,Chlorophyta,6,19,0.3,16.8,67,25200
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,Oscillatoria,Oscillatoria species,Cyanophyta,6,21,0.2,16.8,1394,18480
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,46,11,1.3,128.8,129,103040
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,Tetraedron,Tetraedron minimum,Chlorophyta,5,15,0.7,14,14,53200
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,,Unknown chlorophyte picoplankter,Chlorophyta,1441,7,1.7,4034.8,4035,133148.4
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,,Unknown colonial cyanophyte picoplankter,Cyanophyta,811,2,22.2,2270.8,2271,1703100
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,,unknown spherical chlorophyta,Chlorophyta,26,13,0.9,72.8,73,72800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,7/9/2015,Total Plankton Sample,0.18m,,Water column,,unknown spherical chlorophyta 2,Chlorophyta,81,6,3,226.8,227,226800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Willea,Willea rectangularis,Chlorophyta,26,7,1.7,72.8,2330,50960
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Cyanodictyon,Cyanodictyon species,Cyanophyta,40,8,1.7,112,6720,50400
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Desmodesmus,Desmodesmus communis,Chlorophyta,5,4,3.7,14,62,112000
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Kirchneriella,Kirchneriella contorta,Chlorophyta,156,2,13.1,436.8,20530,393120
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Kirchneriella,Kirchneriella lunata,Chlorophyta,16,10,1.5,44.8,1075,44800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Leptolyngbya,Leptolyngbya species,Cyanophyta,11,15,0.5,30.8,1879,15400
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Melosira,Melosira granulata var. angustissima,Bacillariophyta,6,6,2.6,16.8,151,77280
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Nitzschia,Nitzschia acicularis,Bacillariophyta,5,11,1.1,14,14,33600
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Oocystis,Oocystis species,Chlorophyta,6,12,0.8,16.8,67,25200
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Oocystis,Oocystis species 2,Chlorophyta,11,9,1.5,30.8,123,46200
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,11,13,0.8,30.8,31,24640
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,,Unknown chlorophyte picoplankter,Chlorophyta,920,5,2.8,2576,2576,85008
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,,Unknown colonial cyanophyte picoplankter,Cyanophyta,896,1,62.9,2508.8,2509,1881600
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,,unknown elongate chlorophyte,Chlorophyta,11,14,0.7,30.8,31,21560
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,7/9/2015,Total Plankton Sample,0.3m,,Water column,,unknown spherical chlorophyta 2,Chlorophyta,46,3,4.3,128.8,129,128800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Centric diatom,centric diatoms,Bacillariophyta,21,15,0.1,58.8,59,41160
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Chlamydomonas,Chlamydomonas species,Chlorophyta,11,20,0,30.8,31,12320
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Crucigenia,Crucigenia fenestrata,Chlorophyta,20,13,0.1,56,224,50400
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Willea,Willea rectangularis,Chlorophyta,66,7,0.2,184.8,5914,129360
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Cyanodictyon,Cyanodictyon planktonicum,Cyanophyta,30,17,0.1,84,5040,37800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Didymogenes,Didymogenes palatina,Chlorophyta,10,18,0,28,224,23800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Kirchneriella,Kirchneriella contorta,Chlorophyta,81,5,0.4,226.8,10660,204120
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Kirchneriella,Kirchneriella lunata,Chlorophyta,30,10,0.2,84,2016,84000
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Merismopedia,Merismopedia glauca,Cyanophyta,16,16,0.1,44.8,2778,40320
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Monoraphidium,Monoraphidium contortum,Chlorophyta,16,11,0.1,44.8,45,80640
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Oocystis,Oocystis species 2,Chlorophyta,51,4,0.4,142.8,571,214200
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Oocystis,Oocystis species 3,Chlorophyta,36,6,0.3,100.8,403,151200
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,10,19,0,28,28,22400
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,Schroederia,Schroederia robusta,Chlorophyta,6,14,0.1,16.8,17,42000
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,,Unknown chlorophyte picoplankter,Chlorophyta,1096,9,0.2,3068.8,3069,101270.4
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,,Unknown colonial chlorophyte,Chlorophyta,371,3,1.5,1038.8,6233,831040
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,,Unknown colonial cyanophyte picoplankter,Cyanophyta,5401,2,21,15122.8,15123,11342100
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,,unknown elongate chlorophyte,Chlorophyta,30,12,0.1,84,84,58800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,,unknown spherical chlorophyta,Chlorophyta,41,8,0.2,114.8,115,114800
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,,unknown spherical chlorophyta 2,Chlorophyta,14402,1,74.8,40325.6,40326,40325600
Rushforth Phycology,Utah Lakes & Reservoirs,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,7/9/2015,Total Plankton Sample,0.35m,,Water column,,unknown spherical cyanophyta,Cyanophyta,10,21,0,28,28,84
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Centric diatom,centric diatoms,Bacillariophyta,10,22,0.5,28,28,19600
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Didymogenes,Didymogenes palatina,Chlorophyta,40,13,2.4,112,896,95200
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Euglena,Euglena species 2,Euglenophyta,5,12,2.4,14,14,98000
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Kirchneriella,Kirchneriella contorta,Chlorophyta,81,5,5.1,226.8,10660,204120
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Kirchneriella,Kirchneriella lunata,Chlorophyta,20,18,1.4,56,1344,56000
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Leptolyngbya,Leptolyngbya species,Cyanophyta,46,17,1.6,128.8,7857,64400
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Melosira,Melosira granulata var. angustissima,Bacillariophyta,20,3,6.4,56,504,257600
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Merismopedia,Merismopedia glauca,Cyanophyta,20,19,1.2,56,3472,50400
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Monoraphidium,Monoraphidium contortum,Chlorophyta,21,9,2.6,58.8,59,105840
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Nitzschia,Nitzschia acicularis,Bacillariophyta,10,16,1.7,28,28,67200
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Oocystis,Oocystis borgei,Chlorophyta,16,6,4.4,44.8,179,179200
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Oocystis,Oocystis species,Chlorophyta,31,7,3.2,86.8,347,130200
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Oocystis,Oocystis species 2,Chlorophyta,51,4,5.3,142.8,571,214200
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,51,8,2.8,142.8,143,114240
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Schroederia,Schroederia robusta,Chlorophyta,15,10,2.6,42,42,105000
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,Trachellomonas,Trachellomonas species,Euglenophyta,20,2,11.1,56,56,448000
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,,Unknown chlorophyte picoplankter,Chlorophyta,16201,1,37.1,45362.8,45363,1496972
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,,Unknown colonial cyanophyte picoplankter,Cyanophyta,11,20,0.6,30.8,31,23100
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,,unknown elongate chlorophyte,Chlorophyta,11,21,0.5,30.8,31,21560
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,,Unknown filamentous cyanophyte picoplankter,Cyanophyta,815,15,2,2282,2282,79870
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,,unknown spherical chlorophyta,Chlorophyta,36,11,2.5,100.8,101,100800
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,,unknown spherical chlorophyta 2,Chlorophyta,31,14,2.2,86.8,87,86800
Rushforth Phycology,Utah Lakes & Reservoirs,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,10/27/2015,Total Plankton Sample,,,Water column,,Unknown spherical cyanophyte picoplankter,Cyanophyta,246,23,0.4,688.8,689,17220
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,4/20/2016,Total Plankton Sample,0.4m,,Water column,Asterionella,Asterionella formosa,Bacillariophyta,6,1,55.1,16.8,202,28560
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,4/20/2016,Total Plankton Sample,0.4m,,Water column,Centric diatom,centric diatoms,Bacillariophyta,5,3,18.9,14,14,9800
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,4/20/2016,Total Plankton Sample,0.4m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,6,2,25.9,16.8,17,13440
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,5/25/2016,Total Plankton Sample,0.4m,,Water column,Centric diatom,centric diatoms,Bacillariophyta,6,3,21.9,16.8,17,11760
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,5/25/2016,Total Plankton Sample,0.4m,,Water column,Monoraphidium,Monoraphidium arcuatum,Chlorophyta,5,1,31.3,14,14,16800
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,5/25/2016,Total Plankton Sample,0.4m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,5,4,20.8,14,14,11200
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake 0.5 miles West of Geneva Discharge #15-A,4917310,40.32087284,-111.7775375,5/25/2016,Total Plankton Sample,0.4m,,Water column,,unknown spherical chlorophyta 2,Chlorophyta,5,2,26,14,14,14000
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 1 MI EAST OF PELICAN POINT,4917370,40.26828256,-111.8299304,6/30/2016,Total Plankton Sample,0.4m,,Water column,Ankistrodesmus,Ankistrodesmus falcatus,Chlorophyta,1,1,100,2.8,3,2198
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,40.32087284,-111.7775375,6/30/2016,Total Plankton Sample,0.4m,,Water column,Centric diatom,centric diatoms,Bacillariophyta,1,4,1.2,2.8,3,1960
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,40.32087284,-111.7775375,6/30/2016,Total Plankton Sample,0.4m,,Water column,Oocystis,Oocystis species,Chlorophyta,1,2,2.6,2.8,11,4200
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,40.32087284,-111.7775375,6/30/2016,Total Plankton Sample,0.4m,,Water column,Pediastrum,Pediastrum duplex,Chlorophyta,1,1,94.8,2.8,118,152499.2
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-B ,4917320,40.32087284,-111.7775375,6/30/2016,Total Plankton Sample,0.4m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,1,3,1.4,2.8,3,2240
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 1 MILE WEST OF PROVO MARINA,4917390,40.23717289,-111.7646472,6/30/2016,Total Plankton Sample,0.5m,,Water column,Dolichospermum,Dolichospermum crassum,Cyanophyta,1,1,97.5,2.8,62,96488
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 1 MILE WEST OF PROVO MARINA,4917390,40.23717289,-111.7646472,6/30/2016,Total Plankton Sample,0.5m,,Water column,Merismopedia,Merismopedia glauca,Cyanophyta,1,2,2.5,2.8,174,2520
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,4917500,40.16967582,-111.8716056,6/30/2016,Total Plankton Sample,0.4m,,Water column,Oocystis,Oocystis species,Chlorophyta,1,1,100,2.8,11,4200
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,4917520,40.34216863,-111.8713257,6/30/2016,Total Plankton Sample,0.4m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,1,1,100,2.8,3,2240
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Centric diatom,centric diatoms,Bacillariophyta,3,7,1.2,8.4,8,5880
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Chlamydomonas,Chlamydomonas globosa,Chlorophyta,1,8,0.2,2.8,3,1148
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Desmodesmus,Desmodesmus communis,Chlorophyta,3,2,13.9,8.4,37,67200
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Euglena,Euglena species,Euglenophyta,1,5,4.3,2.8,3,20720
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Melosira,Melosira granulata var. angustissima,Bacillariophyta,2,4,5.3,5.6,50,25760
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Nitzschia,Nitzschia acicularis,Bacillariophyta,7,3,9.7,19.6,20,47040
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Pediastrum,Pediastrum duplex,Chlorophyta,2,1,63,5.6,235,304998.4
Rushforth Phycology,Clean Lakes 09 2016,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,4917770,40.18856667,-111.7313142,6/30/2016,Total Plankton Sample,0.24m,,Water column,Pennate diatom,pennate diatoms,Bacillariophyta,5,6,2.3,14,14,11200
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake North of Lincoln Marina,4917706,NA,NA,8/29/2016,Total Plankton Sample,,,Water column,Centric diatom,centric diatom species 2,Bacillariophyta,1,10,0.4,2.8,3,1120
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake North of Lincoln Marina,4917706,NA,NA,8/29/2016,Total Plankton Sample,,,Water column,Centric diatom,centric diatoms,Bacillariophyta,1,9,0.7,2.8,3,1960
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake North of Lincoln Marina,4917706,NA,NA,8/29/2016,Total Plankton Sample,,,Water column,Melosira,Melosira granulata,Bacillariophyta,1,4,9.5,2.8,22,27440
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake North of Lincoln Marina,4917706,NA,NA,8/29/2016,Total Plankton Sample,,,Water column,Melosira,Melosira granulata var. angustissima,Bacillariophyta,1,5,4.5,2.8,25,12880
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake North of Lincoln Marina,4917706,NA,NA,8/29/2016,Total Plankton Sample,,,Water column,Merismopedia,Merismopedia glauca,Cyanophyta,1,8,0.9,2.8,174,2520
Rushforth Phycology,Clean Lakes 09 2016,Utah Lake North of Lincoln Marina,4917706,NA,NA,8/29/2016,Total Plankton Sample,,,Water column,Microcystis,Microcystis aeruginosa,Cyanophyta,1,2,21.4,2.8,196,61600
