MonitoringLocationIdentifier,Date,Chlorophyll a,"Depth, Secchi disk depth",Phosphate-phosphorus,TSIchl,TSItp,TSIsd,Year,Month,Monitoring.Location.ID,Monitoring.Location.Name,Provo,Monitoring.Location.Latitude,Monitoring.Location.Longitude
UTAHDWQ_WQX-4917340,1994-07-19,49.9,,,68.9573060370508,,,1994,7,4917340,UTAH LAKE W OF PROVO BOAT HARBOR/6 MI N OF LINCOLN BEACH #08,0,40.23161835,-111.8052091
UTAHDWQ_WQX-4917340,1995-07-26,19.8,0.4,0.05,59.8895398088418,59.7007266770797,73.2037494463066,1995,7,4917340,UTAH LAKE W OF PROVO BOAT HARBOR/6 MI N OF LINCOLN BEACH #08,0,40.23161835,-111.8052091
UTAHDWQ_WQX-4917340,1995-09-27,15.8,0.2,0.05,57.675697511723,59.7007266770797,83.1920003181754,1995,9,4917340,UTAH LAKE W OF PROVO BOAT HARBOR/6 MI N OF LINCOLN BEACH #08,0,40.23161835,-111.8052091
UTAHDWQ_WQX-4917340,2011-09-22,,0.6,,,,67.3609972384679,2011,9,4917340,UTAH LAKE W OF PROVO BOAT HARBOR/6 MI N OF LINCOLN BEACH #08,0,40.23161835,-111.8052091
UTAHDWQ_WQX-4917365,2017-05-11,6.06,0.25,0.044,48.2747731387968,57.8854928016393,79.9765017437376,2017,5,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2017-06-15,2.876,0.4,0.036,40.9632883150148,55.0359689260768,73.2037494463066,2017,6,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2017-07-11,47.7333333333333,0.2,0.04,68.5218299650713,56.5320882484179,83.1920003181754,2017,7,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2017-08-08,13.0571428571429,0.25,0.066,55.805179581461,63.6430973367752,79.9765017437376,2017,8,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2017-09-11,84.3555555555556,0.3,0.045,74.1077489723027,58.2046073547385,77.3492481103367,2017,9,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2017-10-16,9.755,0.25,0.046,52.9450215456765,58.5167078301452,79.9765017437376,2017,10,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2017-11-08,11.36,0.2,0.07,54.4392654344044,64.4786324371009,83.1920003181754,2017,11,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2018-05-16,1.64733333333333,0.25,0.049,35.4967382033924,59.4138482331709,79.9765017437376,2018,5,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2018-06-12,4.27333333333333,0.25,0.065,44.8479867373075,63.426299232518,79.9765017437376,2018,6,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2018-07-11,59.2,0.25,0.056,70.6338403259405,61.3099940084391,79.9765017437376,2018,7,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2018-08-09,193.133333333333,0.25,0.16,82.2337656153047,76.2174681763203,79.9765017437376,2018,8,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2018-09-19,89.1666666666667,,0.118,74.6518763939226,71.8937216674125,,2018,9,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2018-10-10,21.0433333333333,0.3,0.099,60.4869871144091,69.4007018719112,77.3492481103367,2018,10,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917365,2018-11-14,4.13433333333333,0.2,0.051,44.5235889445195,59.9819239846854,83.1920003181754,2018,11,4917365,UTAH LAKE 2 MILES WEST OF VINEYARD,0,40.29569,-111.80282
UTAHDWQ_WQX-4917370,1989-07-11,82.5,1.5,0.113,73.8895512576716,71.2789070257152,54.1572477921614,1989,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1990-08-14,28,0.125,0.101,63.2889262448188,69.6847113391459,89.9647526156064,1990,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1990-09-12,10.4,0.1,,53.5731149583053,,93.1802511900442,1990,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1990-10-18,17.5,0.15,0.11,58.6781906419181,70.8968211942523,87.3374989822056,1990,10,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1990-11-16,59.3,0.2,0.09,70.6503972918961,68.0472973186898,83.1920003181754,1990,11,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-01-22,9,0.025,0.1,52.1547731036683,69.5434166410309,113.156752933782,1991,1,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-04-04,60.7,,0.059,70.8793076780221,62.0510317034612,,1991,4,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-05-07,30.3,0.18,0.073,64.0633590597753,65.0745240643072,84.7102453488047,1991,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-05-23,8.5,0.2,0.093,51.5940490638984,68.5129128027763,83.1920003181754,1991,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-06-05,4.7,,0.062,45.7815882105041,62.7553082676403,,1991,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-06-19,41.7,,0.09,67.1962160735747,68.0472973186898,,1991,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-07-10,22.4,1,0.057,61.0998880064264,61.5613280032506,60,1991,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-07-31,23.4,0.5,0.057,61.5283403793875,61.5613280032506,69.9882508718688,1991,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1991-08-28,118.2,,0.099,77.4170292097753,69.4007018719112,,1991,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1997-07-15,13.4,0.4,0.10032,56.0594486752469,69.5887840917615,73.2037494463066,1997,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1997-09-11,43.3,0.3,,67.5655773494329,,77.3492481103367,1997,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1999-07-06,32.8,0.3,0.041,64.8411037359769,56.8827233472012,77.3492481103367,1999,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,1999-08-19,41.9,,0.049,67.2431539621646,59.4138482331709,,1999,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2001-07-19,0.9,0.3,0.111,29.5664133413967,71.0253288586352,77.3492481103367,2001,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2001-09-21,,0.1,,,,93.1802511900442,2001,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2002-06-14,1.6,0.3,,35.2107356029007,,77.3492481103367,2002,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2002-08-01,51.7,0.3,0.126,69.3049408366561,72.825203078711,77.3492481103367,2002,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2003-07-03,0.5,0.2,,23.8002261587069,,83.1920003181754,2003,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2003-07-31,25.6,0.2,0.112,62.4098309680729,71.1526839723903,83.1920003181754,2003,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2004-06-22,5.6,0.36,0.041,47.5003403238402,56.8827233472012,74.7219944769359,2004,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2005-06-02,,0.25,,,,79.9765017437376,2005,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2005-07-07,,0.4,0.023,,48.6740178661939,73.2037494463066,2005,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2005-09-28,14.9,0.2,0.041,57.1003534990534,56.8827233472012,83.1920003181754,2005,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2006-05-18,,1,,,,60,2006,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2006-06-29,3.6,0.4,0.027,43.1659610239829,50.9508834972615,73.2037494463066,2006,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2006-07-13,2.4,0.35,0.033,39.1883483134418,53.800407372824,75.127936814026,2006,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2006-09-12,5.8,0.3,0.04,47.8445861711888,56.5320882484179,77.3492481103367,2006,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2007-06-20,,0.3,,,,77.3492481103367,2007,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2007-07-10,,0.31,,,,76.8767467634575,2007,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2007-08-16,,0.3,,,,77.3492481103367,2007,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2008-07-23,,0.3,,,,77.3492481103367,2008,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2008-08-04,,0.28,,,,78.3434353884637,2008,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2008-09-17,,0.2,,,,83.1920003181754,2008,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2009-06-22,5.2,0.25,0.061,46.7733411170122,62.524408871261,79.9765017437376,2009,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2009-07-06,10.9,0.3,0.085,54.0337629623963,67.2356478421625,77.3492481103367,2009,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2009-08-03,35.5,0.2,0.048,65.6171157524823,59.1210543548921,83.1920003181754,2009,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2009-09-17,9.3,0.35,0.055,52.4764412655619,61.0541312303011,75.127936814026,2009,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2009-10-07,5.2,0.2,0.211,46.7733411170122,80.1463854953602,83.1920003181754,2009,10,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2010-06-14,3.2,0.4,0.049,42.0105094441937,59.4138482331709,73.2037494463066,2010,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2010-07-15,8.2,,0.067,51.2415560533907,63.8566351953517,,2010,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2010-08-19,30.2,0.15,0.107,64.0309292781759,70.5041694493591,87.3374989822056,2010,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2011-08-22,23.2,0.2,0.028,61.4441338537749,51.4673040444879,83.1920003181754,2011,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2011-09-22,37,,0.045,66.0231047230398,58.2046073547385,,2011,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2011-10-12,19.8,0.2,0.033,59.8895398088418,53.800407372824,83.1920003181754,2011,10,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2012-05-31,,0.2,0.035,,54.6359424731497,83.1920003181754,2012,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2012-07-02,3.3,0.28,0.029,42.3123794157146,51.9656007858079,78.3434353884637,2012,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2012-08-15,38.1,0.4,0.078,66.3105021077214,66.0152653389922,73.2037494463066,2012,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2012-09-06,30.5,0.2,0.061,64.1278987662471,62.524408871261,83.1920003181754,2012,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2013-06-17,4.74,0.24,0.06,45.8647243012855,62.2896927835538,80.5647466847745,2013,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2013-07-02,,0.3,0.027,,50.9508834972615,77.3492481103367,2013,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2013-09-16,22.96,0.2,0.11,61.3421225359379,70.8968211942523,83.1920003181754,2013,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2013-10-23,8.04,0.3,0.05,51.0482493061025,59.7007266770797,77.3492481103367,2013,10,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2014-06-02,,0.5,0.042,,57.2249085796238,69.9882508718688,2014,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2014-07-01,,,0.034,,54.2243194495495,,2014,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2014-09-24,15.64,0.15,0.096,57.5758493214994,68.9637443188433,87.3374989822056,2014,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2014-11-06,8.04,0.35,0.038,51.0482493061025,55.8037234681147,75.127936814026,2014,11,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2015-05-11,,0.35,0.052,,60.2576608038563,75.127936814026,2015,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2015-06-03,,0.2,0.059,,62.0510317034612,83.1920003181754,2015,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2015-07-09,18.88,0.3,0.059,59.4227920066373,62.0510317034612,77.3492481103367,2015,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2015-09-29,16.6,0.3,0.076,58.1602404415061,65.6464134320659,77.3492481103367,2015,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2016-04-20,,0.3,0.048,,59.1210543548921,77.3492481103367,2016,4,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2016-05-25,9.48,0.2,0.082,52.6644981425786,66.7254133111524,83.1920003181754,2016,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2016-06-30,14.88,0.2,0.077,57.0871768684625,65.8320369903223,83.1920003181754,2016,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2017-05-11,4.64,0.25,0.053,45.6555479327964,60.5281451724401,79.9765017437376,2017,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2017-06-15,2.70471428571429,0.25,0.03,40.3609135285282,52.4470028196026,79.9765017437376,2017,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2017-07-11,77.4222222222222,0.25,0.044,73.2663764508623,57.8854928016393,79.9765017437376,2017,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2017-08-08,12.0114285714286,0.25,0.077,54.9862726454063,65.8320369903223,79.9765017437376,2017,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2017-09-11,4.75066666666667,0.3,0.049,45.8867754485305,59.4138482331709,77.3492481103367,2017,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2017-10-16,8.78285714285714,0.25,0.049,51.915185359924,59.4138482331709,79.9765017437376,2017,10,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2017-11-08,9.11,0.2,0.054,52.273946297577,60.7935734612127,83.1920003181754,2017,11,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2018-05-16,5.06,0.2,0.079,46.5056052011669,66.1961595050317,83.1920003181754,2018,5,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2018-06-12,5.63,0.2,0.069,47.5527536275072,64.2743123652811,83.1920003181754,2018,6,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2018-07-11,34.8233333333333,0.2,0.057,65.4283219463786,61.5613280032506,83.1920003181754,2018,7,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2018-08-09,8.579,0.25,0.099,51.684803268156,69.4007018719112,79.9765017437376,2018,8,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2018-09-19,34.5666666666667,,0.104,65.3557491986259,70.1003507678075,,2018,9,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2018-10-10,23.5833333333333,0.3,0.105,61.6048998314599,70.2362369722368,77.3492481103367,2018,10,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917370,2018-11-14,5.06666666666667,0.18,0.046,46.5185215953962,58.5167078301452,84.7102453488047,2018,11,4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,0,40.26828256,-111.8299304
UTAHDWQ_WQX-4917380,1990-08-14,193.4,0.1,,82.2473013194183,,93.1802511900442,1990,8,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1990-09-12,69.45,0.1,,72.2003553488555,,93.1802511900442,1990,9,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1990-10-18,30.8,0.12,0.11,64.2239191086992,70.8968211942523,90.5529975566433,1990,10,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1990-11-16,55,0.19,0.13,69.9119385471306,73.2689891964693,83.9311366903,1990,11,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-01-22,22.8,0.5,1.88,61.2735208577715,111.204184192701,69.9882508718688,1991,1,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-04-04,44.1,,0.062,67.745170465862,62.7553082676403,,1991,4,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-05-07,82.5,0.18,0.063,73.8895512576716,62.9825131147598,84.7102453488047,1991,5,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-05-23,16.6,0.3,0.134,58.1602404415061,73.6993251593029,77.3492481103367,1991,5,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-06-05,40.3,,0.068,66.8612079104254,64.0670094135007,,1991,6,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-06-19,48.4,,0.124,68.6578931726186,72.5979982315915,,1991,6,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-07-10,59.2,1,0.065,70.6338403259405,63.426299232518,60,1991,7,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-07-31,27.7,0.4,0.055,63.1832519734262,61.0541312303011,73.2037494463066,1991,7,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917380,1991-08-28,196.2,,0.128,82.3883099073577,73.0488297476586,,1991,8,4917380,UTAH LAKE 0.5 MI S OF AMERICAN FORK BOAT HARBOR #14,0,40.3335647,-111.801593
UTAHDWQ_WQX-4917390,1989-07-11,31.8,3,0.069,64.537364302802,64.2743123652811,44.1689969202925,1989,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1990-08-14,43.9,0.113,,67.7005794799958,,91.4190951024878,1990,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1990-09-12,15.6,0.1,,57.5507276688464,,93.1802511900442,1990,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1990-10-02,40.3,0.1,0.21,66.8612079104254,80.0789269361881,93.1802511900442,1990,10,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1990-10-18,19.4,0.2,0.08,59.6893287781397,66.3747782123691,83.1920003181754,1990,10,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1990-11-16,11.9,0.32,0.07,54.8948417051525,64.4786324371009,76.4192480207443,1990,11,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-01-22,91.5,0.9,0.08,74.9052853180813,66.3747782123691,61.5182450306293,1991,1,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-04-04,11.4,,0.053,54.4737470164784,60.5281451724401,,1991,4,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-05-07,23.7,0.24,0.045,61.6533102222641,58.2046073547385,80.5647466847745,1991,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-05-23,15.6,0.2,0.069,57.5507276688464,64.2743123652811,83.1920003181754,1991,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-06-05,5.2,,0.052,46.7733411170122,60.2576608038563,,1991,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-06-19,21.3,,0.049,60.6059163833379,59.4138482331709,,1991,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-07-10,15.4,0.9,0.051,57.4241452674061,59.9819239846854,61.5182450306293,1991,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-07-31,,0.8,0.029,,51.9656007858079,63.2154985744378,1991,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1991-08-28,59.4,,0.082,70.666926360676,66.7254133111524,,1991,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
