MonitoringLocationIdentifier,Date,Chlorophyll a,"Depth, Secchi disk depth",Phosphate-phosphorus,TSIchl,TSItp,TSIsd,Year,Month,Monitoring.Location.ID,Monitoring.Location.Name,Provo,Monitoring.Location.Latitude,Monitoring.Location.Longitude
UTAHDWQ_WQX-4917390,1993-07-02,,0.3,0.194,,78.9535858586993,77.3492481103367,1993,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1997-07-15,18.4,0.4,0.13456,59.1701600198726,73.7585447863899,73.2037494463066,1997,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1997-09-11,8.9,,,52.0451630248007,,,1997,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1999-07-06,9.4,0.3,0.036,52.5813620517972,55.0359689260768,77.3492481103367,1999,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,1999-08-19,29.4,0.3,0.037,63.7675577553209,55.425034359548,77.3492481103367,1999,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2001-07-19,3.3,0.3,0.067,42.3123794157146,63.8566351953517,77.3492481103367,2001,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2001-09-21,,0.1,,,,93.1802511900442,2001,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2002-06-14,0.8,0.3,,28.4109617616076,,77.3492481103367,2002,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2002-08-01,16.3,0.3,0.054,57.9813297076428,60.7935734612127,77.3492481103367,2002,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2003-07-03,1.2,0.2,0.022,32.3885744721487,48.0428028376881,83.1920003181754,2003,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2003-07-31,22,0.2,0.107,60.9231264674451,70.5041694493591,83.1920003181754,2003,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2004-06-22,5.2,0.36,0.039,46.7733411170122,56.172575375041,74.7219944769359,2004,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2004-09-15,,0.1,,,,93.1802511900442,2004,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2005-06-02,,0.24,,,,80.5647466847745,2005,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2005-07-07,8.3,0.4,0.024,51.3604666002131,49.2783643909408,73.2037494463066,2005,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2005-09-28,14.5,0.2,0.032,56.8333982508743,53.3634498197561,83.1920003181754,2005,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2006-05-18,,0.5,,,,69.9882508718688,2006,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2006-06-29,,0.7,,,,65.1396859421571,2006,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2006-07-13,9.9,0.2,0.061,53.0897659675487,62.524408871261,83.1920003181754,2006,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2006-09-12,119.7,0.3,0.055,77.5407382892521,61.0541312303011,77.3492481103367,2006,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2007-06-20,,0.4,,,,73.2037494463066,2007,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2007-07-10,,0.4,,,,73.2037494463066,2007,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2007-08-16,,0.3,,,,77.3492481103367,2007,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2008-07-23,,0.2,,,,83.1920003181754,2008,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2008-08-04,,0.25,,,,79.9765017437376,2008,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2008-09-17,,0.2,,,,83.1920003181754,2008,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2009-06-22,5,0.2,0.057,46.3885859209785,61.5613280032506,83.1920003181754,2009,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2009-07-06,15.4,0.6,0.054,57.4241452674061,60.7935734612127,67.3609972384679,2009,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2009-08-03,131.3,0.3,0.075,78.4481257046388,65.4583312122156,77.3492481103367,2009,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2009-09-17,20.8,0.3,0.06,60.3728887995984,62.2896927835538,77.3492481103367,2009,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2009-10-07,15.7,0.25,0.0461,57.6134115881953,58.547543890037,79.9765017437376,2009,10,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2010-06-14,3.6,0.3,0.048,43.1659610239829,59.1210543548921,77.3492481103367,2010,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2010-07-15,6.6,,0.068,49.1121532570077,64.0670094135007,,2010,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2010-08-19,23.3,0.2,0.086,61.4863274672079,67.4017316067998,83.1920003181754,2010,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2011-08-22,60.9,0.25,0.051,70.9115774439625,59.9819239846854,79.9765017437376,2011,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2011-09-22,77.6,0.7,0.035,73.2888764607258,54.6359424731497,65.1396859421571,2011,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2011-10-12,52.6,0.3,0.036,69.4742451346854,55.0359689260768,77.3492481103367,2011,10,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2012-05-31,,0.2,0.029,,51.9656007858079,83.1920003181754,2012,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2012-07-02,4.3,0.3,0.033,44.9090133726823,53.800407372824,77.3492481103367,2012,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2012-08-15,89.7,0.2,0.082,74.7103782445252,66.7254133111524,83.1920003181754,2012,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2012-09-06,40.4,0.2,0.067,66.8855201905273,63.8566351953517,83.1920003181754,2012,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2013-06-17,,0.25,0.033,,53.800407372824,79.9765017437376,2013,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2013-07-02,,0.3,0.021,,47.3822186156726,77.3492481103367,2013,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2013-09-16,90.42,0.22,0.228,74.78880637711,81.2467079311531,81.8185806271951,2013,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2014-06-02,,0.5,,,,69.9882508718688,2014,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2014-07-01,,,0.045,,58.2046073547385,,2014,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2014-09-24,9.96,0.13,0.064,53.1490410723617,63.2061397837073,89.3995821390677,2014,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2014-11-06,,0.35,0.039,,56.172575375041,75.127936814026,2014,11,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2015-05-11,,0.4,0.045,,58.2046073547385,73.2037494463066,2015,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2015-06-03,,0.25,0.036,,55.0359689260768,79.9765017437376,2015,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2015-07-09,38.98,0.18,0.089,66.5345076889191,67.8886364501964,84.7102453488047,2015,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2015-09-29,18.96,0.3,0.057,59.4642719838717,61.5613280032506,77.3492481103367,2015,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2015-10-27,16.6,0.3,0.063,58.1602404415061,62.9825131147598,77.3492481103367,2015,10,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2016-04-20,,0.35,0.042,,57.2249085796238,75.127936814026,2016,4,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2016-05-25,10.92,0.2,0.084,54.0517464688074,67.0675985435751,83.1920003181754,2016,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2016-06-30,16.26,0.2,0.079,57.9572265014139,66.1961595050317,83.1920003181754,2016,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2017-05-11,,0.3,0.055,,61.0541312303011,77.3492481103367,2017,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2017-06-15,3.796,0.4,0.029,43.6860287101348,51.9656007858079,73.2037494463066,2017,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2017-07-11,84.2222222222222,0.3,0.05,74.0922309094834,59.7007266770797,77.3492481103367,2017,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2017-08-08,15.6888888888889,0.3,0.081,57.6064664551619,66.5511779963486,77.3492481103367,2017,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2017-09-11,59.2,0.35,0.049,70.6338403259405,59.4138482331709,75.127936814026,2017,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2017-10-16,5.725,0.2,0.05,47.7169054100094,59.7007266770797,83.1920003181754,2017,10,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2017-11-08,9.88571428571429,0.17,0.066,53.0755999001051,63.6430973367752,85.5338980922383,2017,11,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2018-05-16,2.15,0.2,0.057,38.1092395313892,61.5613280032506,83.1920003181754,2018,5,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2018-06-12,6.75333333333333,0.2,0.069,49.3374552215953,64.2743123652811,83.1920003181754,2018,6,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2018-07-11,65.8433333333333,0.25,0.048,71.6771989739724,59.1210543548921,79.9765017437376,2018,7,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2018-08-09,50.6666666666667,0.2,0.126,69.1068813576678,72.825203078711,83.1920003181754,2018,8,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2018-09-19,56.7666666666667,,0.151,70.2220926231952,75.3953736827719,,2018,9,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2018-10-10,18.42,0.3,0.132,59.1808172724145,73.4857873007265,77.3492481103367,2018,10,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917390,2018-11-14,25.29,0.18,0.096,62.2903128852892,68.9637443188433,84.7102453488047,2018,11,4917390,UTAH LAKE 1 MILE WEST OF PROVO MARINA,0,40.23717289,-111.7646472
UTAHDWQ_WQX-4917400,1990-08-14,98.1,0.15,,75.5885360660646,,87.3374989822056,1990,8,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1990-09-12,32.2,0.1,,64.6599908995191,,93.1802511900442,1990,9,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1990-10-18,15.6,0.3,0.12,57.5507276688464,72.1323827475051,77.3492481103367,1990,10,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1990-11-16,40.8,0.16,0.09,66.9821712186332,68.0472973186898,86.4074988926132,1990,11,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-01-22,22.8,1.1,0.12,61.2735208577715,72.1323827475051,58.6265803090197,1991,1,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-04-04,25.6,,0.053,62.4098309680729,60.5281451724401,,1991,4,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-05-07,95.8,0.18,0.082,75.3557969396226,66.7254133111524,84.7102453488047,1991,5,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-05-23,23.7,0.3,0.089,61.6533102222641,67.8886364501964,77.3492481103367,1991,5,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-06-05,28.4,,0.054,63.4280775140898,60.7935734612127,,1991,6,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-06-19,47.4,,0.031,68.4530840635571,52.9126183036891,,1991,6,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-07-10,20.4,1.5,0.053,60.1823973773402,60.5281451724401,54.1572477921614,1991,7,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-07-31,,0.9,0.029,,51.9656007858079,61.5182450306293,1991,7,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917400,1991-08-28,51.5,,0.052,69.2669175332397,60.2576608038563,,1991,8,4917400,UTAH LAKE 1.5 MI NW OF PROVO BOAT HARBOR #16,0,40.26023095,-111.7668706
UTAHDWQ_WQX-4917410,1990-08-14,24.4,0.113,,61.9388605278547,,91.4190951024878,1990,8,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1990-09-12,25.1,0.1,,62.2163335706112,,93.1802511900442,1990,9,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1990-10-18,19,0.15,0.15,59.4849463856228,75.3010211761668,87.3374989822056,1990,10,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1990-11-16,16.1,0.31,0.06,57.860217058226,62.2896927835538,76.8767467634575,1990,11,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-01-22,29.9,1.2,0.09,63.9329916926911,68.0472973186898,57.3727463665991,1991,1,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-04-04,17.5,,0.061,58.6781906419181,62.524408871261,,1991,4,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-05-07,30.8,0.18,0.056,64.2239191086992,61.3099940084391,84.7102453488047,1991,5,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-05-23,23.7,0.3,0.087,61.6533102222641,67.5658952848951,77.3492481103367,1991,5,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-06-05,9.5,,0.069,52.6851725443297,64.2743123652811,,1991,6,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-06-19,34.1,,0.108,65.2224073398797,70.6362634251639,,1991,6,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-07-10,25.9,1,0.05,62.5241235230009,59.7007266770797,60,1991,7,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-07-31,29.6,0.4,0.069,63.8340664846475,64.2743123652811,73.2037494463066,1991,7,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917410,1991-08-28,67.8,,0.088,71.9644751324237,67.7281827655905,,1991,8,4917410,UTAH LAKE 1 MI NE OF PELICAN POINT #10,0,40.28800978,-111.8365951
UTAHDWQ_WQX-4917420,1990-08-14,42.7,0.113,,67.4286914075012,,91.4190951024878,1990,8,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1990-09-12,7.6,0.1,,50.4961343059373,,93.1802511900442,1990,9,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1990-10-18,29.4,0.15,0.2,63.7675577553209,79.3861066049821,87.3374989822056,1990,10,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1990-11-16,18,0.3,0.08,58.9545469449614,66.3747782123691,77.3492481103367,1990,11,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-01-22,31.8,0.9,0.09,64.537364302802,68.0472973186898,61.5182450306293,1991,1,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-04-04,14.7,,0.053,56.9677839140278,60.5281451724401,,1991,4,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-05-07,23.2,0.18,0.05,61.4441338537749,59.7007266770797,84.7102453488047,1991,5,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-05-23,10,0.3,0.092,53.1883597622716,68.3593977940964,77.3492481103367,1991,5,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-06-05,10,,0.071,53.1883597622716,64.6800542539867,,1991,6,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-06-19,34.1,,0.096,65.2224073398797,68.9637443188433,,1991,6,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-07-10,18.5,1.2,0.018,59.2233308817468,45.1932789621255,57.3727463665991,1991,7,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-07-31,18.2,0.8,0.032,59.0629458379518,53.3634498197561,63.2154985744378,1991,7,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,1991-08-28,75.2,,0.096,72.9806835756764,68.9637443188433,,1991,8,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917420,2009-07-06,,0.6,,,,67.3609972384679,2009,7,4917420,UTAH LAKE 1 MI SE OF PELICAN POINT #09,0,40.25050941,-111.8346516
UTAHDWQ_WQX-4917433,2016-02-04,,,0.05,,59.7007266770797,,2016,2,4917433,Utah Lake State Park Harbor,0,40.238428,-111.738826
UTAHDWQ_WQX-4917450,2008-07-23,,0.2,,,,83.1920003181754,2008,7,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2008-08-04,,0.18,,,,84.7102453488047,2008,8,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2008-09-17,,0.15,,,,87.3374989822056,2008,9,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2009-06-22,45,0.3,0.201,67.9433590246469,79.4569296944389,77.3492481103367,2009,6,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2009-07-06,113.4,0.2,1,77.0103388485907,102.240124961546,83.1920003181754,2009,7,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2009-08-03,140.2,0.2,0.251,79.0915164508308,82.6114317356713,83.1920003181754,2009,8,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2009-09-17,47.7,0.25,0.165,68.5149770133431,76.6544257293882,79.9765017437376,2009,9,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2009-10-07,96,0.25,0.206,75.3762557582995,79.8058415968121,79.9765017437376,2009,10,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2010-06-14,11.5,0.4,0.22,54.5594244169719,80.7395111582036,73.2037494463066,2010,6,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2010-07-15,86.3,,0.256,74.3313083572568,82.8915197116098,,2010,7,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2010-08-19,185.5,0.15,0.693,81.8381683928859,97.0326259884966,87.3374989822056,2010,8,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2011-08-22,120,0.25,0.198,77.5652939966919,79.2433918358624,79.9765017437376,2011,8,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2011-09-22,16.3,0.5,0.206,57.9813297076428,79.8058415968121,69.9882508718688,2011,9,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2011-10-12,57.1,0.35,0.129,70.2795283844539,73.1593361419357,75.127936814026,2011,10,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2012-05-31,31.7,0.3,0.121,64.5064666394645,72.2502257474737,77.3492481103367,2012,5,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2012-07-02,324.9,0.12,0.334,87.3363061126423,86.6682021002692,90.5529975566433,2012,7,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2012-08-15,216.4,0.2,0.287,83.3496310457985,84.5146474637866,83.1920003181754,2012,8,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2012-09-06,269.3,0.19,0.358,85.4950530582102,87.65356840689,83.9311366903,2012,9,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
UTAHDWQ_WQX-4917450,2012-10-03,,,0.372,,88.1982927306787,,2012,10,4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,1,40.18913907,-111.6999312
