"MonitoringLocationIdentifier","MonitoringLocationName","LatitudeMeasure","LongitudeMeasure","Date","Turbidity","chlorophyll.pheophytincorrected","organic.carbon","total.suspended.solids","k","datetime","secchidepth.m","Month","k.estimated"
"401327111462601","UTAH LAKE HAB STUDY SITE 3",40.22411944,-111.7739389,2016-08-10,110,NA,NA,NA,NA,NA,NA,NA,NA
"401432111454301","UTAH LAKE HAB STUDY SITE 4",40.2423111,-111.761811,2016-08-10,74,NA,NA,NA,NA,NA,NA,NA,NA
"401613111463301","UTAH LAKE HAB STUDY SITE 1",40.27031944,-111.7758806,2016-08-10,100,NA,NA,NA,NA,NA,NA,NA,NA
"401658111491601","UTAH LAKE HAB STUDY SITE 2",40.2827,-111.8212,2016-08-10,59,NA,NA,NA,NA,NA,NA,NA,NA
"4917300","UTAH LAKE 300 FT OFFSHORE FROM GENEVA STEEL",40.320785338,-111.767708378,1989-07-11,61,NA,NA,NA,NA,1989-07-11 10:30:00,2.4,7,0.622967695269918
"4917300","UTAH LAKE 300 FT OFFSHORE FROM GENEVA STEEL",40.320785338,-111.767708378,1990-08-14,62,NA,NA,NA,NA,1990-08-14 11:50:00,0.13,8,4.31848458851971
"4917300","UTAH LAKE 300 FT OFFSHORE FROM GENEVA STEEL",40.320785338,-111.767708378,1994-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917300","UTAH LAKE 300 FT OFFSHORE FROM GENEVA STEEL",40.320785338,-111.767708378,1978-08-31,52,NA,NA,NA,NA,NA,NA,NA,NA
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2009-06-22,NA,NA,NA,62,NA,2009-06-22 13:36:00,0.2,6,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2009-07-06,NA,NA,NA,27.6,NA,2009-07-06 12:23:00,0.6,7,1.56409733263628
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2009-08-03,NA,NA,NA,27.6,NA,2009-08-03 12:50:00,0.3,8,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2009-09-17,NA,NA,NA,26,NA,2009-09-17 12:25:00,0.35,9,2.23721050319932
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2009-10-07,NA,NA,NA,48.4,NA,2009-10-07 14:50:00,0.25,10,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2010-06-14,NA,2.2,NA,30.8,NA,2010-06-14 13:31:25,0.3,6,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2010-07-15,NA,10,NA,29.6,NA,2010-07-15 12:31:47,0,7,Inf
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2010-08-23,NA,19.1,NA,65.3,NA,2010-08-23 10:53:03,0.25,8,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2011-08-22,NA,140.8,NA,33.3,NA,2011-08-22 13:09:41,0.3,8,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2011-09-22,NA,14.5,NA,6.8,NA,2011-09-22 11:49:33,0.7,9,1.41191231116289
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2011-10-12,NA,61.8,NA,53,NA,2011-10-12 13:49:04,0.15,10,3.92701015563891
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2012-05-31,NA,NA,NA,30,NA,2012-05-31 12:32:29,0.2,5,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2012-07-02,NA,NA,NA,41.2,NA,2012-07-02 14:05:00,0.24,7,2.87419377350474
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2012-08-15,NA,46.2,NA,62,NA,2012-08-15 08:50:00,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2012-09-06,NA,44.7,NA,23.2,NA,2012-09-06 13:15:00,0.2,9,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2019-04-18,80.45,8.067,7.11,93.5,NA,2019-04-18 09:55:00,0.2,4,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2019-05-13,49.85,3.88,6.085,20.6,NA,2019-05-13 11:00:00,0.42,5,1.98210429289302
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2019-05-13,49.85,3.88,6.085,20.6,NA,2019-05-13 11:00:00,0.42,5,1.98210429289302
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2019-06-17,18.95,NA,5.23,16.9,1.15921816614946,2019-06-17 11:00:00,0.65,6,1.48313259902246
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2019-07-08,47.4,5.45,8.675,39.4,NA,2019-07-08 10:52:14,0.3,7,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2019-08-12,87.55,9.7,6.5,75.6,2.87197462825414,2019-08-12 10:20:00,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2019-09-23,65.1,25.16,7.115,54.15,2.60601941130807,2019-09-23 14:15:00,0.2,9,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1990-09-12,NA,NA,NA,NA,NA,1990-09-12 12:00:00,0.1,9,5.14038344408173
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1990-10-18,NA,NA,NA,NA,NA,1990-10-18 10:00:00,0.18,10,3.47921828392781
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1990-11-16,NA,NA,NA,NA,NA,1990-11-16 13:30:00,0.19,11,3.35651848368858
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-01-22,NA,NA,NA,NA,NA,1991-01-22 11:30:00,0.5,1,1.76540406735741
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-05-23,NA,NA,NA,NA,NA,1991-05-23 14:30:00,0.3,5,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-07-10,NA,NA,NA,NA,NA,1991-07-10 13:35:00,1.2,7,0.987107952804683
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-07-31,NA,NA,NA,NA,NA,1991-07-31 13:15:00,0.5,7,1.76540406735741
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1991-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1995-07-26,14,NA,NA,NA,NA,1995-07-26 10:52:00,0.6,7,1.56409733263628
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1995-09-27,20,NA,NA,NA,NA,1995-09-27 10:00:00,0.25,9,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1997-07-15,6.7,NA,NA,NA,NA,1997-07-15 09:26:00,0.9,7,1.19489648515271
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1997-09-11,13.7,NA,NA,NA,NA,1997-09-11 09:39:00,0.4,9,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1999-07-06,42.8,NA,NA,NA,NA,1999-07-06 13:55:00,0.4,7,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,1999-08-19,70.5,NA,NA,NA,NA,1999-08-19 09:14:00,0.3,8,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2001-07-19,NA,NA,NA,NA,NA,2001-07-19 10:08:00,0.3,7,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2001-09-21,NA,NA,NA,NA,NA,2001-09-21 10:41:00,0.1,9,5.14038344408173
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2002-06-14,NA,NA,NA,NA,NA,2002-06-14 08:40:00,0.3,6,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2002-08-01,NA,NA,NA,NA,NA,2002-08-01 09:00:00,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2003-07-03,NA,NA,NA,NA,NA,2003-07-03 09:00:00,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2003-07-31,NA,NA,NA,NA,NA,2003-07-31 09:59:00,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2004-06-22,NA,NA,NA,NA,NA,2004-06-22 09:15:00,0.38,6,2.11831196169898
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2004-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2005-06-02,NA,NA,NA,NA,NA,2005-06-02 10:05:00,0.25,6,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2005-07-07,NA,NA,NA,NA,NA,2005-07-07 10:15:00,0.5,7,1.76540406735741
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2005-08-05,NA,NA,NA,NA,NA,2005-08-05 10:46:00,0.3,8,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2005-09-28,NA,NA,NA,NA,NA,2005-09-28 10:00:00,0.2,9,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2006-05-18,NA,NA,NA,NA,NA,2006-05-18 09:43:00,1,5,1.1141534215553
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2006-06-29,NA,NA,NA,NA,NA,2006-06-29 09:55:00,0.7,6,1.41191231116289
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2006-07-13,NA,NA,NA,NA,NA,2006-07-13 12:20:00,0.3,7,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2007-08-16,NA,NA,NA,NA,NA,2007-08-16 12:57:00,0.3,8,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-05-11,54.1,NA,5.88,43,NA,2017-05-11 10:40:00,0.25,5,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-05-11,54.1,NA,5.88,43,NA,2017-05-11 10:40:00,0.25,5,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-05-11,54.1,NA,5.88,43,NA,2017-05-11 10:40:00,0.25,5,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-05-11,54.1,NA,5.88,43,NA,2017-05-11 10:40:00,0.25,5,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-05-11,54.1,NA,5.88,43,NA,2017-05-11 10:40:00,0.25,5,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-05-11,54.1,NA,5.88,43,NA,2017-05-11 10:40:00,0.25,5,2.79732706532589
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-06-15,31,NA,5.86,23.5,NA,2017-06-15 16:46:00,0.4,6,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-06-15,31,NA,5.86,23.5,NA,2017-06-15 16:46:00,0.4,6,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-06-15,31,NA,5.86,23.5,NA,2017-06-15 16:46:00,0.4,6,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-06-15,31,NA,5.86,23.5,NA,2017-06-15 16:46:00,0.4,6,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-06-15,31,NA,5.86,23.5,NA,2017-06-15 16:46:00,0.4,6,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-06-15,31,NA,5.86,23.5,NA,2017-06-15 16:46:00,0.4,6,2.04737439297705
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-07-11,63.5,NA,6.4,54.7,NA,2017-07-11 17:23:17,0.2,7,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-08-08,48.5,NA,9.13,41.3,NA,2017-08-08 12:44:20,0.2,8,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-09-11,35.1,NA,6.43,36.8,NA,2017-09-11 16:46:08,0.3,9,2.47835149033998
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-10-16,76,NA,6.35,54,NA,2017-10-16 15:00:00,0.2,10,3.24411612515584
"4917310","UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A",40.320872844,-111.777537513,2017-11-08,38.6,NA,6.23,62,NA,2017-11-08 15:13:00,0.2,11,3.24411612515584
